stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon,zone_id,stop_url,location_type,parent_station,platform_code
8100087,,Mühldorf-Möllbrücke Bahnhof,,46.8514020,13.3670200,,,0,,
8100088,,Scharnitz Bahnhof,,47.3922900,11.2669630,,,0,,
8100090,,Bregenz Bahnhof,,47.5032960,9.74075200,,,0,,
8100091,,Kolbnitz Bahnhof,,46.8783400,13.3218240,,,0,,
8100092,,Spittal-Millstätter See Bahnhof,,46.7956900,13.4874820,,,0,,
8100093,,Mallnitz-Obervellach Bahnhof,,46.9816470,13.1761410,,,0,,
8100094,,Böckstein Bahnhof,,47.0805740,13.1304380,,,0,,
8100095,,Bad Gastein Bahnhof,,47.1113060,13.1320410,,,0,,
8100096,,Treibach-Althofen Bahnhof,,46.8685170,14.4655670,,,0,,
8100097,,Bad Hofgastein Bahnhof,,47.1953430,13.1005030,,,0,,
8100098,,Dorfgastein Bahnhof,,47.2381770,13.1032180,,,0,,
8100099,,Wörgl Hbf,,47.4915150,12.0606530,,,0,,
8100100,,Kundl Bahnhof,,47.4759960,11.9819950,,,0,,
8100101,,Brixlegg Bahnhof,,47.4347470,11.8799120,,,0,,
8100102,,Jenbach Bahnhof,,47.3885820,11.7786060,,,0,,
8100103,,Schwaz Bahnhof,,47.3500750,11.7018620,,,0,,
8100104,,Fritzens-Wattens Bahnhof,,47.3021350,11.5889650,,,0,,
8100105,,Hall in Tirol Bahnhof,,47.2769500,11.5013760,,,0,,
8100106,,Matrei am Brenner Bahnhof,,47.1270690,11.4527760,,,0,,
8100107,,Steinach am Brenner Bahnhst,,47.0892560,11.4698410,,,0,,
8100108,,Innsbruck Hbf,,47.2630440,11.4010200,,,0,,
8100109,,Innsbruck Westbahnhof,,47.2556210,11.3919080,,,0,,
8100110,,Innsbruck Hötting Bahnhof,,47.2612530,11.3738270,,,0,,
8100111,,Hochzirl Bahnhof,,47.2809820,11.2496920,,,0,,
8100112,,Reith b.Seefeld Bahnhof,,47.3009500,11.2006010,,,0,,
8100113,,Seefeld in Tirol Bahnhof,,47.3288890,11.1894920,,,0,,
8100117,,Schruns Bahnhof,,47.0794520,9.91772600,,,0,,
8100118,,Tschagguns Bahnhof,,47.0792150,9.90447000,,,0,,
8100119,,Rankweil Bahnhof,,47.2720420,9.63754300,,,0,,
8100120,,Götzis Bahnhof,,47.3367620,9.63681300,,,0,,
8100121,,Hohenems Bahnhof,,47.3651180,9.68165400,,,0,,
8100122,,Dornbirn Bahnhof,,47.4175060,9.73828900,,,0,,
8100123,,Lustenau Bahnhof,,47.4504360,9.66693000,,,0,,
8100124,,Lochau-Hörbranz Bahnhof,,47.5295330,9.74237000,,,0,,
8100125,,Mautern in Stmk Bahnhof,,47.3967840,14.8360510,,,0,,
8100126,,Kalwang Bahnhof,,47.4236890,14.7469400,,,0,,
8100127,,Wald am Schoberpass Bahnhof,,47.4503770,14.6707870,,,0,,
8100128,,Trieben Bahnhof,,47.4891960,14.4892610,,,0,,
8100129,,Gmünd NÖ Bahnhof,,48.7642300,14.9850220,,,0,,
8100130,,Hohenau/March Bahnhof,,48.5982510,16.9009430,,,0,,
8100131,,Liezen Bahnhof,,47.5626890,14.2418700,,,0,,
8100132,,Stainach-Irdning Bahnhof,,47.5292310,14.1071810,,,0,,
8100133,,Öblarn Bahnhof,,47.4606900,13.9876270,,,0,,
8100134,,Neumarkt-Köstendorf Bahnhof,,47.9549410,13.2250790,,,0,,
8100135,,Gröbming Bahnhof,,47.4268800,13.9008630,,,0,,
8100136,,Haus im Ennstal Bahnhof,,47.4169900,13.8012950,,,0,,
8100137,,Schladming Bahnhof,,47.3938740,13.6784100,,,0,,
8100138,,Radstadt Bahnhof,,47.3844240,13.4685830,,,0,,
8100139,,Altenmarkt im Pongau Bahnhof,,47.3821700,13.4293270,,,0,,
8100140,,Eben im Pongau Bahnhof,,47.4065430,13.3966520,,,0,,
8100141,,Lienz in Osttirol Bahnhof,,46.8282830,12.7708870,,,0,,
8100142,,Sillian Bahnhof,,46.7455520,12.4249750,,,0,,
8100143,,Dölsach Bahnhof,,46.8148040,12.8335660,,,0,,
8100144,,Oberdrauburg Bahnhof,,46.7463550,12.9737660,,,0,,
8100145,,Dellach im Drautal Bahnhof,,46.7358110,13.0753100,,,0,,
8100146,,Greifenburg-Weißensee Bahnhof,,46.7411680,13.1909410,,,0,,
8100147,,Villach Hbf,,46.6186240,13.8487110,,,0,,
8100148,,Villach Westbahnhof,,46.6080960,13.8401420,,,0,,
8100149,,Steinfeld im Drautal Bahnhof,,46.7525800,13.2596090,,,0,,
8100150,,Selzthal Bahnhof,,47.5505500,14.3131980,,,0,,
8100151,,Gmunden Bahnhof,,47.9260880,13.7840120,,,0,,
8100152,,Altmünster/Traunsee Bahnhof,,47.8912280,13.7583110,,,0,,
8100153,,Traunkirchen Bahnhof,,47.8551990,13.7771380,,,0,,
8100154,,Gaflenz Bahnhof,,47.8937780,14.7236580,,,0,,
8100155,,Ebensee Bahnhof,,47.8043480,13.7714610,,,0,,
8100156,,Kleinreifling Bahnhof,,47.8239640,14.6421820,,,0,,
8100157,,Bad Ischl Bahnhof,,47.7121370,13.6276180,,,0,,
8100158,,Hieflau Bahnhof,,47.6078010,14.7375550,,,0,,
8100159,,Gstatterboden im Nationalpark Bahnhof,,47.5913670,14.6335680,,,0,,
8100160,,Bad Goisern Bahnhof,,47.6397050,13.6130280,,,0,,
8100161,,Admont Bahnhof,,47.5733340,14.4684120,,,0,,
8100162,,Steeg-Gosau Bahnhof,,47.6161580,13.6320240,,,0,,
8100163,,Obertraun Dachsteinhöhlen Bahnhof,,47.5575030,13.6837350,,,0,,
8100164,,Bad Aussee Bahnhof,,47.5990370,13.7772320,,,0,,
8100165,,Bad Mitterndorf Bahnhof,,47.5502620,13.9460720,,,0,,
8100166,,Tauplitz Bahnhof,,47.5515190,14.0112980,,,0,,
8100167,,Rohr-Bad Hall Bahnhof,,48.0695860,14.1912050,,,0,,
8100169,,Kremsmünster Bahnhof,,48.0535700,14.1413530,,,0,,
8100170,,Kirchdorf/Krems Bahnhof,,47.9061870,14.1162460,,,0,,
8100171,,Klaus/Pyhrnbahn Bahnhof,,47.8329670,14.1550910,,,0,,
8100172,,Hinterstoder Bahnhof,,47.7746420,14.1789920,,,0,,
8100173,,Graz Hbf,,47.0725030,15.4164640,,,0,,
8100175,,Feldbach/Raab Bahnhof,,46.9585590,15.8885690,,,0,,
8100176,,Fehring Bahnhof,,46.9494660,16.0126830,,,0,,
8100177,,Fürstenfeld Bahnhof,,47.0421650,16.0838890,,,0,,
8100178,,Bierbaum/Safen Bahnhof,,47.0980010,16.0742680,,,0,,
8100179,,Sebersdorf Bahnhof,,47.1888660,15.9990370,,,0,,
8100180,,Hartberg Bahnhof,,47.2812610,15.9849710,,,0,,
8100181,,St.Johann in der Haide Bahnhof,,47.2806190,16.0352560,,,0,,
8100182,,Grafendorf b.Hartberg Bahnhof,,47.3466420,16.0035440,,,0,,
8100183,,Rohrbach-Vorau Bahnhof,,47.3905290,15.9857580,,,0,,
8100185,,Friedberg in Stmk Bahnhof,,47.4347110,16.0539360,,,0,,
8100186,,Pinggau Markt Bahnhof,,47.4405370,16.0610620,,,0,,
8100187,,Tauchen-Schaueregg Bahnhof,,47.4828400,16.0547770,,,0,,
8100188,,Aspang Markt Bahnhof,,47.5623500,16.0995810,,,0,,
8100189,,Edlitz-Grimmenstein Bahnhof,,47.6169180,16.1278570,,,0,,
8100190,,Seebenstein Bahnhof,,47.7033190,16.1427840,,,0,,
8100191,,Pitten Bahnhof,,47.7171730,16.1795790,,,0,,
8100192,,Bad Erlach Bahnhof,,47.7320410,16.2118510,,,0,,
8100193,,Raaba Bahnhof,,47.0301330,15.4960140,,,0,,
8100194,,Laßnitzhöhe Bahnhof,,47.0789220,15.5884090,,,0,,
8100195,,Gleisdorf Bahnhof,,47.0994170,15.7089380,,,0,,
8100196,,Studenzen-Fladnitz Bahnhof,,46.9988220,15.7748680,,,0,,
8100197,,Feldkirch Bahnhof,,47.2409260,9.60423000,,,0,,
8100198,,Bruck/Leitha Bahnhof,,48.0190670,16.7798410,,,0,,
8100199,,Schwarzenau im Waldviertel Bahnhof,,48.7463610,15.2672470,,,0,,
8100200,,Göpfritz an der Wild Bahnhof,,48.7297690,15.3946970,,,0,,
8100201,,Eggenburg Bahnhof,,48.6378560,15.8145370,,,0,,
8100202,,Absdorf-Hippersdorf Bahnhof,,48.4018550,15.9861740,,,0,,
8100203,,Tulln/Donau Bahnhof,,48.3274460,16.0645630,,,0,,
8100204,,Abfaltersbach/Drau Bahnhof,,46.7535110,12.5111990,,,0,,
8100205,,Achau Bahnhof,,48.0804587,16.3784909,,,0,,
8100208,,Aigen-Schlägl Bahnhof,,48.6426250,13.9749460,,,0,,
8100210,,Allentsteig Bahnhof,,48.7158460,15.3299580,,,0,,
8100211,,Andorf Bahnhof,,48.3695540,13.5657220,,,0,,
8100213,,Annenheim Bahnhof,,46.6585540,13.9013910,,,0,,
8100215,,Antiesenhofen Bahnhof,,48.3473620,13.4020840,,,0,,
8100216,,Baumgarten-Schattendorf Bahnhof,,47.7277810,16.5178670,,,0,,
8100219,,Donnerskirchen Bahnhof,,47.8886200,16.6604530,,,0,,
8100220,,Draßburg Bahnhof,,47.7478300,16.4946940,,,0,,
8100221,,Drösing Bahnhof,,48.5401140,16.8957800,,,0,,
8100225,,Ebenfurth Bahnhof,,47.8776230,16.3625100,,,0,,
8100226,,Ebreichsdorf Bahnhof,,47.9612000,16.4088750,,,0,,
8100229,,Eis-Ruden Bahnhof,,46.6627850,14.8252360,,,0,,
8100231,,Eisenstadt Bahnhof,,47.8395810,16.5297780,,,0,,
8100235,,Fischamend Bahnhof,,48.1165220,16.6152040,,,0,,
8100236,,Wien Floridsdorf Bahnhof,,48.2559440,16.3997350,,,0,,
8100239,,Freistadt Bahnhof,,48.4951770,14.4814630,,,0,,
8100241,,Friedburg Bahnhof,,47.9970190,13.2342180,,,0,,
8100244,,Furth-Göttweig Bahnhof,,48.3731950,15.6157810,,,0,,
8100245,,Gänserndorf Bahnhof,,48.3403050,16.7327430,,,0,,
8100246,,Gaisbach-Wartberg Bahnhof,,48.3302960,14.5061030,,,0,,
8100247,,Gars-Thunau Bahnhof,,48.5976710,15.6551240,,,0,,
8100248,,Garsten Bahnhof,,48.0237530,14.4083200,,,0,,
8100249,,Wien Gersthof Bahnhof,,48.2307770,16.3290700,,,0,,
8100254,,Götzendorf/Leitha Bahnhof,,48.0256830,16.5874230,,,0,,
8100256,,Grafenstein Bahnhof,,46.6189430,14.4595820,,,0,,
8100257,,Greifenstein-Altenberg Bahnhof,,48.3446850,16.2395670,,,0,,
8100258,,Gries am Brenner Bahnhof,,47.0415470,11.4854090,,,0,,
8100259,,Schwechat Bahnhof,,48.1435990,16.4815220,,,0,,
8100261,,Grünau im Almtal Bahnhof,,47.8536730,13.9514570,,,0,,
8100263,,Gurten OÖ Bahnhof,,48.2438320,13.3346060,,,0,,
8100264,,Hadersdorf/Kamp Bahnhof,,48.4465060,15.7146370,,,0,,
8100265,,Haiding Bahnhof,,48.2098210,13.9747650,,,0,,
8100266,,Hainburg/Donau Personenbahnhof,,48.1487490,16.9392450,,,0,,
8100267,,Hard-Fußach Bahnhof,,47.4798070,9.68794100,,,0,,
8100268,,Hatzendorf Bahnhof,,46.9793510,16.0034150,,,0,,
8100269,,Wien Heiligenstadt Bahnhof,,48.2488360,16.3654670,,,0,,
8100270,,Hermagor Bahnhof,,46.6264990,13.3757390,,,0,,
8100271,,Wien Hernals Bahnhof,,48.2231900,16.3146530,,,0,,
8100272,,Herzogenburg Bahnhof,,48.2765460,15.6963620,,,0,,
8100273,,Hötzelsdorf-Geras Bahnhof,,48.7424600,15.6702480,,,0,,
8100274,,Hollabrunn Bahnhof,,48.5630270,16.0722310,,,0,,
8100276,,Holzleithen am Hausruck Bahnhof,,48.1135420,13.6066000,,,0,,
8100277,,Horn NÖ Bahnhof,,48.6658740,15.6726770,,,0,,
8100280,,Jois Bahnhof,,47.9566600,16.7907220,,,0,,
8100282,,Kaltenbrunnen im Montafon Bahnhof,,47.0854820,9.88789700,,,0,,
8100283,,Kammer-Schörfling Bahnhof,,47.9484900,13.5953240,,,0,,
8100284,,Katzelsdorf/Leitha Bahnhof,,47.7928230,16.2669380,,,0,,
8100288,,Kirchberg am Wagram Bahnhof,,48.4275040,15.8942940,,,0,,
8100290,,Kirchbichl in Tirol Bahnhof,,47.5197160,12.0938980,,,0,,
8100293,,Korneuburg Bahnhof,,48.3433100,16.3286220,,,0,,
8100295,,Krems/Donau Bahnhof,,48.4087160,15.6046940,,,0,,
8100297,,Wien Krottenbachstraße Bahnhof,,48.2400660,16.3410810,,,0,,
8100299,,Langenlois Bahnhof,,48.4768030,15.6861790,,,0,,
8100300,,Langkampfen Bahnhof,,47.5457840,12.1092820,,,0,,
8100302,,Lauterach Bahnhof,,47.4774150,9.72427600,,,0,,
8100305,,Liebenfels Bahnhof,,46.7364100,14.2931000,,,0,,
8100306,,Spital am Pyhrn Bahnhof,,47.6731410,14.3475480,,,0,,
8100309,,Stadt Rottenmann Bahnhof,,47.5272760,14.3670960,,,0,,
8100310,,Stans b.Schwaz Bahnhof,,47.3655290,11.7268110,,,0,,
8100311,,Statzendorf Bahnhof,,48.3091020,15.6326680,,,0,,
8100315,,Suben Bahnhof,,48.4027580,13.4331200,,,0,,
8100316,,Summerau Bahnhof,,48.5571870,14.4485980,,,0,,
8100317,,Tainach-Stein Bahnhof,,46.6162120,14.5449270,,,0,,
8100318,,Takern-St.Margarethen Bahnhof,,47.0456590,15.7578520,,,0,,
8100320,,Taufkirchen/Pram Bahnhof,,48.4068060,13.5226990,,,0,,
8100322,,Ternberg Bahnhof,,47.9491890,14.3549840,,,0,,
8100323,,Terfens-Weer Bahnhof,,47.3160080,11.6345150,,,0,,
8100324,,Thal/Drau Bahnhof,,46.7841410,12.6706960,,,0,,
8100325,,Traismauer Bahnhof,,48.3479300,15.7455860,,,0,,
8100331,,Untereggendorf Bahnhof,,47.8613520,16.3213210,,,0,,
8100332,,Gattendorf Bahnhst,,48.0106340,16.9811860,,,0,,
8100333,,Uttendorf-Helpfau Bahnhof,,48.1607800,13.1334590,,,0,,
8100335,,Vitis Bahnhof,,48.7532130,15.1738690,,,0,,
8100336,,Völkermarkt-Kühnsdorf Bahnhof,,46.6220680,14.6299150,,,0,,
8100337,,Volders-Baumkirchen Bahnhof,,47.2957100,11.5633730,,,0,,
8100342,,Wampersdorf Bahnhof,,47.9306630,16.4169220,,,0,,
8100344,,Weigelsdorf NÖ Bahnhst,,47.9520930,16.4128070,,,0,,
8100347,,Weizelsdorf Bahnhof,,46.5394760,14.2437560,,,0,,
8100349,,Wien Praterstern Bahnhof,,48.2190800,16.3921540,,,0,,
8100353,,Flughafen Wien Bahnhof,,48.1210810,16.5631030,,,0,,
8100355,,Wieselburg/Erlauf Bahnhof,,48.1321470,15.1424790,,,0,,
8100356,,Wiesen-Sigleß Bahnhof,,47.7534340,16.3697820,,,0,,
8100357,,Winden am See Bahnhof,,47.9469860,16.7590040,,,0,,
8100359,,Wolfsberg in Ktn Bahnhof,,46.8426290,14.8384170,,,0,,
8100360,,Wolfsthal Bahnhof,,48.1355560,17.0061710,,,0,,
8100361,,Wulkaprodersdorf Bahnhof,,47.7892600,16.4906210,,,0,,
8100363,,Zellerndorf Bahnhof,,48.6952010,15.9683150,,,0,,
8100365,,Braunau/Inn Bahnhof,,48.2591540,13.0478250,,,0,,
8100366,,Brixen im Thale Bahnhof,,47.4492230,12.2607400,,,0,,
8100368,,Fürnitz Bahnhof,,46.5631670,13.8136370,,,0,,
8100369,,Gramatneusiedl Bahnhof,,48.0352940,16.4910630,,,0,,
8100370,,Gratwein-Gratkorn Bahnhof,,47.1290440,15.3232190,,,0,,
8100371,,Graz Ostbahnhof-Messe Bahnhof,,47.0538280,15.4479630,,,0,,
8100372,,Guntramsdorf Kaiserau Bahnhof,,48.0443170,16.3251030,,,0,,
8100373,,Kittsee Bahnhof,,48.0814480,17.0714560,,,0,,
8100374,,Wien Kaiserebersdorf Bahnhof,,48.1459260,16.4652160,,,0,,
8100376,,Moosbierbaum-Heiligeneich Bahnhof,,48.3058660,15.9012750,,,0,,
8100380,,Vandans Bahnhof,,47.0987570,9.86882500,,,0,,
8100382,,Villach Warmbad Bahnhof,,46.5883120,13.8284530,,,0,,
8100383,,Wartberg im Mürztal Bahnhof,,47.5272770,15.4830840,,,0,,
8100388,,Neudorf b.Parndorf Bahnhst,,48.0088530,16.9382810,,,0,,
8100389,,Wolfurt Bahnhof,,47.4571160,9.74103200,,,0,,
8100393,,Bleiburg Bahnhof,,46.5742310,14.7865390,,,0,,
8100395,,Wien Breitensee Bahnhst,,48.1975910,16.3067180,,,0,,
8100396,,Linz/Donau Urfahr Bahnhof,,48.3120890,14.2797980,,,0,,
8100397,,Breitenbrunn/Neusiedler See Bahnhof,,47.9410810,16.7462260,,,0,,
8100398,,Loipersbach-Schattendorf Bahnhof,,47.7007200,16.4918630,,,0,,
8100399,,Irnfritz Bahnhof,,48.7484650,15.5395060,,,0,,
8100405,,Ried im Innkreis Bahnhof,,48.2004600,13.4882190,,,0,,
8100407,,Riedau Bahnhof,,48.3041070,13.6265920,,,0,,
8100408,,Mattersburg Bahnhof,,47.7358710,16.4087770,,,0,,
