stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon,zone_id,stop_url,location_type,parent_station,platform_code
8100409,,Mattighofen Bahnhof,,48.1086650,13.1523700,,,0,,
8100410,,Mauerkirchen Bahnhof,,48.1914360,13.1288490,,,0,,
8100411,,Rosenburg/Kamp Bahnhof,,48.6284180,15.6435090,,,0,,
8100412,,Micheldorf in OÖ Bahnhof,,47.8831310,14.1264000,,,0,,
8100413,,Mauthausen OÖ Bahnhof,,48.2428780,14.5327210,,,0,,
8100416,,Sattledt Bahnhof,,48.0741380,14.0579890,,,0,,
8100417,,Mittewald/Drau Bahnhof,,46.7695940,12.5951480,,,0,,
8100418,,Mittlern Bahnhof,,46.6044690,14.7094030,,,0,,
8100419,,Möllbrücke-Sachsenburg Bahnhof,,46.8307950,13.3680620,,,0,,
8100420,,Scharnstein-Mühldorf Bahnhof,,47.9006040,13.9589270,,,0,,
8100422,,Schützen am Gebirge Bahnhof,,47.8481430,16.6189610,,,0,,
8100423,,Münchendorf Bahnhof,,48.0324800,16.3862900,,,0,,
8100424,,Müllendorf Bahnhof,,47.8341080,16.4597820,,,0,,
8100425,,Wörschach Schwefelbad Bahnhof,,47.5455120,14.1397820,,,0,,
8100426,,Seekirchen/Wallersee Bahnhof,,47.8994600,13.1301780,,,0,,
8100429,,Söchau Bahnhof,,47.0286770,16.0138860,,,0,,
8100430,,Neufelden Bahnhof,,48.4837070,14.0050660,,,0,,
8100432,,St.Andrä-Wördern Bahnhof,,48.3339360,16.2091350,,,0,,
8100434,,Neusiedl am See Bahnhof,,47.9560620,16.8242180,,,0,,
8100437,,St.Martin im Innkreis Bahnhof,,48.2888250,13.4337090,,,0,,
8100439,,Obereggendorf Bahnhof,,47.8498820,16.2972230,,,0,,
8100440,,St.Stefan im Lavanttal Bahnhof,,46.8067490,14.8461230,,,0,,
8100441,,Wien Oberdöbling Bahnhof,,48.2444000,16.3442660,,,0,,
8100442,,Obernberg-Altheim Bahnhof,,48.2704390,13.2582680,,,0,,
8100445,,Waidhofen/Ybbs Bahnhof,,47.9681400,14.7653410,,,0,,
8100446,,Wien Franz-Josefs-Bahnhof,,48.2266460,16.3609980,,,0,,
8100447,,Wien Hütteldorf Bahnhof,,48.1973540,16.2611170,,,0,,
8100449,,Wien Mitte-Landstraße Bahnhof,,48.2060950,16.3848860,,,0,,
8100450,,Wien Penzing Bahnhof,,48.1926940,16.3048600,,,0,,
8100451,,Zirl Bahnhof,,47.2658730,11.2299090,,,0,,
8100455,,Bad Waltersdorf Bahnhof,,47.1702740,16.0136800,,,0,,
8100457,,Bernhardsthal Bahnhof,,48.6877910,16.8791420,,,0,,
8100460,,Klosterneuburg Kierling Bahnhof,,48.3098070,16.3262810,,,0,,
8100463,,Losenstein Bahnhof,,47.9240560,14.4310870,,,0,,
8100465,,Rattenberg-Kramsach Bahnhof,,47.4392200,11.8959530,,,0,,
8100466,,Marchegg Bahnhof,,48.2492260,16.9185280,,,0,,
8100469,,Retz Bahnhof,,48.7533440,15.9569050,,,0,,
8100470,,Maria Rain in Ktn Bahnhof,,46.5637260,14.2843240,,,0,,
8100472,,Marz-Rohrbach Bahnhof,,47.7176160,16.4287520,,,0,,
8100473,,Bregenz Riedenburg Bahnhof,,47.4935680,9.72124500,,,0,,
8100474,,Rohrbach-Berg Bahnhof,,48.5819400,13.9870680,,,0,,
8100476,,Rottenegg OÖ Bahnhof,,48.3601950,14.1375480,,,0,,
8100477,,Rum b.Innsbruck Bahnhof,,47.2780030,11.4560570,,,0,,
8100478,,Mining Bahnhof,,48.2713120,13.1712700,,,0,,
8100481,,Bad Sauerbrunn Bahnhof,,47.7740780,16.3246640,,,0,,
8100482,,Schaan-Vaduz Bahnhof,,47.1683710,9.50795400,,,0,,
8100483,,Schaftenau Bahnhof,,47.5587750,12.1253000,,,0,,
8100485,,Scheibbs Bahnhof,,48.0052610,15.1642860,,,0,,
8100487,,Schönberg/Kamp Bahnhof,,48.5154950,15.6966450,,,0,,
8100488,,Münster-Wiesing Bahnhof,,47.4034450,11.8199880,,,0,,
8100489,,Munderfing Bahnhof,,48.0731040,13.1802010,,,0,,
8100491,,Mureck Bahnhof,,46.7113200,15.7709810,,,0,,
8100493,,Sigmundsherberg Bahnhof,,48.6857010,15.7450150,,,0,,
8100494,,Neudörfl im Bgld Bahnhof,,47.7937840,16.3005750,,,0,,
8100495,,Neufeld/Leitha Bahnhof,,47.8684690,16.3812680,,,0,,
8100496,,St.Andrä im Lavanttal Bahnhof,,46.7637900,14.8415760,,,0,,
8100497,,St.Anton im Montafon Bahnhof,,47.1099000,9.86618600,,,0,,
8100499,,Nickelsdorf Bahnhof,,47.9429160,17.0860370,,,0,,
8100501,,St.Paul im Lavanttal Bahnhof,,46.7065070,14.8677470,,,0,,
8100502,,St.Martin-Sittich Bahnhof,,46.7321460,14.1524190,,,0,,
8100503,,St.Nikola-Struden Bahnhof,,48.2334870,14.9091030,,,0,,
8100506,,St.Urban/Ossiacher See Bahnhof,,46.6744690,13.9595090,,,0,,
8100507,,Vöcklabruck Bahnhof,,48.0099650,13.6640770,,,0,,
8100508,,Vöcklamarkt Bahnhof,,47.9980510,13.4895470,,,0,,
8100511,,Weyer/Enns Bahnhof,,47.8615630,14.6669940,,,0,,
8100512,,Wien Ottakring Bahnhof,,48.2117420,16.3111670,,,0,,
8100513,,Ottensheim Bahnhof,,48.3377870,14.1771140,,,0,,
8100514,,Wien Meidling Bahnhof,,48.1745820,16.3337370,,,0,,
8100515,,Parndorf Ort Bahnhof,,47.9921460,16.8511590,,,0,,
8100516,,Wr.Neustadt Hbf,,47.8116930,16.2338120,,,0,,
8100517,,Windischgarsten Bahnhof,,47.7153730,14.3273390,,,0,,
8100518,,Zeltweg Bahnhof,,47.1896410,14.7479400,,,0,,
8100520,,Petronell-Carnuntum Bahnhof,,48.1059000,16.8677310,,,0,,
8100521,,Pettenbach OÖ Bahnhof,,47.9621490,14.0115050,,,0,,
8100524,,Pill-Vomperbach Bahnhst,,47.3238510,11.6770050,,,0,,
8100525,,Pottendorf-Landegg Bahnhof,,47.9053880,16.3962010,,,0,,
8100526,,Pram-Haag Bahnhof,,48.2317430,13.6170740,,,0,,
8100528,,Pregarten Bahnhof,,48.3559540,14.5223140,,,0,,
8100529,,Pressegger See Bahnhof,,46.6316570,13.4368350,,,0,,
8100531,,Pürbach-Schrems Bahnhof,,48.7635960,15.0844370,,,0,,
8100532,,Purbach/Neusiedler See Bahnhof,,47.9063160,16.6986130,,,0,,
8100534,,Stockerau Bahnhof,,48.3822850,16.2134140,,,0,,
8100536,,Kefermarkt Bahnhof,,48.4368990,14.5381160,,,0,,
8100537,,Maria Ellend/Donau Bahnhof,,48.1097370,16.6881300,,,0,,
8100538,,Bad Deutsch-Altenburg Bahnhof,,48.1327670,16.9107570,,,0,,
8100539,,Werfen Bahnhof,,47.4729130,13.1951970,,,0,,
8100543,,Pama Bahnhof,,48.0420830,17.0413970,,,0,,
8100544,,Wernstein/Inn Bahnhof,,48.5040240,13.4554230,,,0,,
8100546,,Kuchl Bahnhof,,47.6256970,13.1415700,,,0,,
8100548,,Innsbruck Allerheiligenhöfe Bahnhof,,47.2690690,11.3530890,,,0,,
8100549,,Gießenbach in Tirol Bahnhof,,47.3752750,11.2371020,,,0,,
8100551,,Kranebitten Bahnhst,,47.2696210,11.3286940,,,0,,
8100554,,Leithen b.Seefeld Bahnhof,,47.2906100,11.2225630,,,0,,
8100559,,Salzburg Gnigl Bahnhof,,47.8117250,13.0664090,,,0,,
8100568,,Fels am Wagram Bahnhof,,48.4290000,15.8228570,,,0,,
8100570,,Großendorf Bahnhof,,48.0386880,14.0556500,,,0,,
8100571,,Gutenstein Bahnhof,,47.8769460,15.9108590,,,0,,
8100573,,Micheldorf-Hirt Bahnhof,,46.9143230,14.4315100,,,0,,
8100576,,Marktl/Traisen Bahnhof,,48.0215360,15.6000670,,,0,,
8100579,,Oed/Piesting Bahnhof,,47.8787170,16.0263500,,,0,,
8100580,,Perg Bahnhof,,48.2475450,14.6275010,,,0,,
8100582,,Pürgg Bahnhst,,47.5286390,14.0646230,,,0,,
8100584,,Schlüßlberg Bahnhof,,48.2238130,13.8685290,,,0,,
8100585,,Wartberg ob der Aist Schloss Haus Bahnhof,,48.3416820,14.5053750,,,0,,
8100586,,Silz in Tirol Bahnhof,,47.2701720,10.9366510,,,0,,
8100587,,Schlöglmühl Bahnhof,,47.6825290,15.9143100,,,0,,
8100589,,Stams Bahnhof,,47.2818960,10.9798970,,,0,,
8100590,,Stübing Bahnhof,,47.1775480,15.3224500,,,0,,
8100591,,Silberwald Bahnhof,,48.3283180,16.6783410,,,0,,
8100593,,Werndorf Bahnhof,,46.9163670,15.4769770,,,0,,
8100594,,Weng b.Neumarkt Bahnhof,,47.9367720,13.1754080,,,0,,
8100597,,Aich-Assach Bahnhof,,47.4204010,13.8207560,,,0,,
8100600,,Aschbach NÖ Bahnhof,,48.0696570,14.7563610,,,0,,
8100601,,Flughafen Graz-Feldkirchen Bahnhof,,46.9977290,15.4495910,,,0,,
8100602,,Achenlohe Bahnhof,,48.0458500,13.1978010,,,0,,
8100609,,Aisthofen Bahnhof,,48.2562400,14.5903640,,,0,,
8100611,,Aich im Jauntal Bahnhof,,46.6301470,14.8114110,,,0,,
8100613,,Allerheiligen-Mürzhofen Bahnhof,,47.4819970,15.4029030,,,0,,
8100619,,Angern/March Bahnhof,,48.3843760,16.8259140,,,0,,
8100622,,Arbing Bahnhof,,48.2268660,14.7011290,,,0,,
8100623,,Ardning Bahnhof,,47.5905730,14.3588530,,,0,,
8100626,,Ansfelden Bahnhof,,48.2089040,14.2611000,,,0,,
8100630,,Altach Bahnhof,,47.3521280,9.66124200,,,0,,
8100634,,Wien Atzgersdorf Bahnhof,,48.1469520,16.2885750,,,0,,
8100635,,Altenstadt (Feldkirch) Bahnhof,,47.2562630,9.61538800,,,0,,
8100637,,Atzenbrugg Bahnhof,,48.2969660,15.9184760,,,0,,
8100638,,Aurolzmünster Bahnhof,,48.2490580,13.4580220,,,0,,
8100639,,Aurachkirchen Bahnhof,,47.9680520,13.7453830,,,0,,
8100642,,Ausschlag-Zöbern Bahnhof,,47.5330590,16.0832150,,,0,,
8100650,,Berndorf/Triesting Fabrik Bahnhof,,47.9402590,16.1337870,,,0,,
8100652,,Berndorf/Triesting Stadt Bahnhof,,47.9448220,16.1086860,,,0,,
8100653,,Bad Fischau-Brunn Bahnhof,,47.8268120,16.1731440,,,0,,
8100655,,Bad Fischau Bahnhof,,47.8313900,16.1715180,,,0,,
8100656,,Baumgartenberg Bahnhof,,48.2087150,14.7476720,,,0,,
8100657,,Berg im Drautal Bahnhof,,46.7423980,13.1277590,,,0,,
8100661,,Böheimkirchen Bahnhof,,48.2004180,15.7536640,,,0,,
8100663,,Bad Blumau Bahnhof,,47.1233720,16.0565810,,,0,,
8100667,,Bludenz-Moos Bahnhof,,47.1422410,9.83098300,,,0,,
8100668,,Bleiburg Stadt Bahnhof,,46.5900680,14.7941190,,,0,,
8100669,,Blindenmarkt b.Amstetten Bahnhof,,48.1250770,14.9796030,,,0,,
8100672,,Bad Mitterndorf-Heilbrunn Bahnhof,,47.5510790,13.9254610,,,0,,
8100677,,Bad Radkersburg Bahnhof,,46.6991060,15.9936490,,,0,,
8100678,,Ried im Innkreis Bad Bahnhof,,48.2123140,13.4775820,,,0,,
8100681,,Bergern am Hausruck Bahnhof,,48.1008650,13.6312900,,,0,,
8100682,,Breiteneich b.Horn Bahnhof,,48.6719790,15.6881280,,,0,,
8100689,,Bisamberg Bahnhof,,48.3163230,16.3472680,,,0,,
8100691,,Wien Brünner Straße Bahnhof,,48.2677890,16.4035860,,,0,,
8100692,,Breitenstein am Semmering Bahnhof,,47.6600670,15.8205290,,,0,,
8100693,,Breitensee b.Marchegg Bahnhof,,48.2547730,16.8776340,,,0,,
8100695,,Breitenschützing Bahnhof,,48.0786810,13.8008210,,,0,,
8100698,,Brunn-Maria Enzersdorf Bahnhof,,48.1049570,16.2880620,,,0,,
8100699,,Bludenz Brunnenfeld Bahnhof,,47.1362980,9.83892200,,,0,,
8100700,,Buchberg/Kamp Bahnhof,,48.5758130,15.6587810,,,0,,
8100705,,Brunn/Pitten Bahnhof,,47.7225500,16.1882880,,,0,,
8100706,,Brunn/Schneebergbahn Bahnhof,,47.8256010,16.1572910,,,0,,
8100708,,Bad Vöslau Bahnhof,,47.9694790,16.2240770,,,0,,
8100710,,Breitenwaida Bahnhof,,48.5149300,16.0748800,,,0,,
8100713,,Böhlerwerk Bahnhof,,47.9830840,14.7540580,,,0,,
8100716,,Dorf/Enns Bahnhof,,48.0914460,14.4730890,,,0,,
8100719,,Deutschkreutz Bahnhof,,47.6038670,16.6196820,,,0,,
8100721,,Deutsch Wagram Bahnhof,,48.3030150,16.5641010,,,0,,
8100722,,Dechantskirchen Bahnhof,,47.4185880,16.0219350,,,0,,
8100724,,Dürnkrut Bahnhof,,48.4697660,16.8601120,,,0,,
8100727,,Dornach b.Grein Bahnhof,,48.1918720,14.8200720,,,0,,
8100728,,Dornbirn Schoren Bahnhof,,47.4129940,9.72629500,,,0,,
8100731,,Dreistetten Bahnhof,,47.8724880,16.1101390,,,0,,
8100732,,Dietrichshofen Bahnhof,,48.3700280,13.4220870,,,0,,
8100733,,Dürnbach/Enns Bahnhof,,47.9783530,14.3538390,,,0,,
8100734,,Dürnberg b.Ottensheim Bahnhst,,48.3314820,14.1923480,,,0,,
8100735,,Dürrwien Bahnhof,,48.1784380,16.0617620,,,0,,
8100736,,Eichberg am Semmering Bahnhof,,47.6721790,15.9110970,,,0,,
8100740,,Eberschwang Bahnhof,,48.1517990,13.5366750,,,0,,
8100745,,Emmersdorf im Gailtal Bahnhof,,46.5953080,13.5726630,,,0,,
8100746,,Etsdorf-Straß Bahnhof,,48.4530860,15.7303310,,,0,,
8100747,,Ernsthofen Bahnhof,,48.1265540,14.4800160,,,0,,
8100749,,Eichgraben-Altlengbach Bahnhof,,48.1737440,15.9820090,,,0,,
8100756,,Wien Erzherzog-Karl-Straße Bahnhst,,48.2298380,16.4532340,,,0,,
8100757,,Enzesfeld-Lindabrunn Bahnhof,,47.9213000,16.1874440,,,0,,
8100759,,Ennsdorf Bahnhof,,48.2165020,14.4960890,,,0,,
8100763,,Ehrenhausen Bahnhof,,46.7276640,15.5855740,,,0,,
8100764,,Erlauf Bahnhof,,48.1838060,15.1820990,,,0,,
8100766,,Ebensee Landungsplatz Bahnhof,,47.8127350,13.7745160,,,0,,
8100770,,Eschenau/Salzach Bahnhof,,47.3067890,13.0084070,,,0,,
8100772,,Elsbethen Bahnhof,,47.7609290,13.0803540,,,0,,
8100773,,Eisenstadt Schule Bahnhof,,47.8438250,16.5365620,,,0,,
8100774,,Eugendorf Bahnhof,,47.8734750,13.1169800,,,0,,
8100775,,Enzersdorf b.Staatz Bahnhof,,48.6728000,16.5110230,,,0,,
8100780,,Felixdorf Bahnhof,,47.8872950,16.2480570,,,0,,
8100781,,Ferndorf in Ktn Bahnhof,,46.7328870,13.6285370,,,0,,
8100783,,Fentsch-St.Lorenzen Bahnhof,,47.2517270,14.8929570,,,0,,
8100784,,Feuerwerksanstalt Bahnhof,,47.8488380,16.1893200,,,0,,
8100788,,Finkenstein Bahnhof,,46.5688320,13.8678850,,,0,,
8100791,,Feldkirch Amberg Bahnhof,,47.2553850,9.62136500,,,0,,
8100795,,Flaurling Bahnhof,,47.2889840,11.1430750,,,0,,
8100796,,Wien Siemensstraße Bahnhof,,48.2707470,16.4202030,,,0,,
8100797,,Föderlach Bahnhof,,46.6021120,13.9589980,,,0,,
8100807,,Linz/Donau Franckstraße Bahnhof,,48.2859340,14.3235430,,,0,,
8100808,,Frättingsdorf Bahnhof,,48.6434270,16.5121800,,,0,,
8100813,,Furth-Palt Bahnhof,,48.3844820,15.6060180,,,0,,
8100814,,Furth b.Mattighofen Bahnhof,,48.1319040,13.1398490,,,0,,
8100819,,Gaishorn am See Bahnhof,,47.4890860,14.5465680,,,0,,
8100823,,Gaisruck b.Stockerau Bahnhof,,48.3941280,16.0645340,,,0,,
8100826,,Grein-Bad Kreuzen Bahnhof,,48.2206770,14.8512190,,,0,,
8100827,,Göllersdorf Bahnhof,,48.4924680,16.1266340,,,0,,
8100828,,Gedersdorf Bahnhst,,48.4319100,15.6903400,,,0,,
8100830,,Geinberg Bahnhof,,48.2663160,13.2911790,,,0,,
8100831,,Gemeinlebarn Bahnhof,,48.3359650,15.8050550,,,0,,
8100834,,Getzersdorf ob der Traisen Bahnhof,,48.3240930,15.7153030,,,0,,
8100836,,Greinsfurth Bahnhof,,48.1079600,14.8385300,,,0,,
8100842,,Gisingen (Feldkirch) Bahnhof,,47.2554200,9.59781300,,,0,,
8100845,,Gunskirchen Bahnhof,,48.1321280,13.9454150,,,0,,
8100846,,Guntramsdorf Thallern Bahnhof,,48.0519190,16.2974850,,,0,,
8100847,,Grünbach am Schneeberg Kohlenwerk Bahnhof,,47.7981620,15.9718750,,,0,,
8100849,,Glandorf Bahnhof,,46.7499270,14.3811220,,,0,,
8100850,,Glanegg in Ktn Bahnhof,,46.7165040,14.2106580,,,0,,
8100851,,Gleißenfeld Bahnhof,,47.6792260,16.1287570,,,0,,
8100852,,Glinzendorf Bahnhof,,48.2421020,16.6394910,,,0,,
8100857,,Gniebing Bahnhof,,46.9618280,15.8531680,,,0,,
8100858,,Grein Stadt Bahnhof,,48.2300450,14.8560370,,,0,,
8100859,,Gobelsburg Bahnhof,,48.4624040,15.7016210,,,0,,
8100861,,Gödersdorf b.Villach Bahnhof,,46.5683860,13.8468710,,,0,,
8100862,,Görtschach-Förolach Bahnhst,,46.6231580,13.4708120,,,0,,
8100863,,Bad Goisern Jodschwefelbad Bahnhof,,47.6585430,13.6087890,,,0,,
8100864,,Gopperding Bahnhof,,48.4408290,13.4584180,,,0,,
8100867,,Gumpoldskirchen Bahnhof,,48.0409590,16.2849440,,,0,,
8100869,,Gerasdorf b.Wien Bahnhof,,48.2933440,16.4837400,,,0,,
8100876,,Großraming Bahnhof,,47.8822230,14.5510670,,,0,,
8100877,,Granitztal Bahnhof,,46.6851300,14.8382290,,,0,,
8100878,,Gerling OÖ Bahnhst,,48.3972970,14.0770770,,,0,,
8100879,,Gerling im Pinzgau Bahnhof,,47.3901910,12.8272750,,,0,,
8100882,,Grünbach am Schneeberg Bahnhof,,47.7974700,15.9979070,,,0,,
8100886,,Gosdorf Bahnhof,,46.7244270,15.7976080,,,0,,
8100890,,Großsierning Bahnhof,,48.1880880,15.4576430,,,0,,
8100892,,Gries im Pinzgau Bahnhof,,47.2880480,12.8906290,,,0,,
8100894,,Guntersdorf Bahnhof,,48.6422830,16.0536310,,,0,,
8100906,,Großweikersdorf Bahnhof,,48.4690530,15.9761970,,,0,,
8100907,,Grieswirt Bahnhof,,47.5094380,12.4678620,,,0,,
8100914,,Hagenau im Innkreis Bahnhof,,48.2651780,13.1142940,,,0,,
8100916,,Halbenrain Bahnhof,,46.7238250,15.9488630,,,0,,
8100918,,Wien Hirschstetten Bahnhst,,48.2327220,16.4690760,,,0,,
8100920,,Wien Haidestraße Bahnhof,,48.1787440,16.4262050,,,0,,
8100921,,Hatlerdorf (Dornbirn) Bahnhof,,47.3980840,9.72488400,,,0,,
8100922,,Wien Hadersdorf Bahnhof,,48.2103650,16.2233150,,,0,,
8100925,,Hennersdorf b.Wien Bahnhof,,48.1126510,16.3585700,,,0,,
8100926,,Hallstatt Bahnhof,,47.5677020,13.6620910,,,0,,
8100928,,Helmahof Bahnhof,,48.3104540,16.5976630,,,0,,
8100929,,Hallwang-Elixhausen Bahnhof,,47.8577560,13.0912620,,,0,,
8100935,,Wien Hetzendorf Bahnhof,,48.1666880,16.3152670,,,0,,
8100936,,Hetzmannsdorf-Wullersdorf Bahnhof,,48.6169790,16.0917010,,,0,,
8100937,,Hofstatt/Anzbach Bahnhof,,48.1919360,15.9183840,,,0,,
8100939,,Hopfgarten im Brixental Berglift Bahnhof,,47.4467310,12.1589270,,,0,,
8100945,,Hohenbrugg/Raab Bahnhof,,46.9442450,16.0603250,,,0,,
8100948,,Hart im Innkreis Bahnhof,,48.3160420,13.4152110,,,0,,
8100949,,Hilm-Kematen Bahnhof,,48.0225310,14.7617360,,,0,,
8100950,,Himberg b.Wien Bahnhof,,48.0822840,16.4450510,,,0,,
8100953,,Hirschbach b.Gmünd Bahnhof,,48.7492410,15.1271880,,,0,,
8100956,,Haiming in Tirol Bahnhof,,47.2534240,10.8903630,,,0,,
8100957,,Hainfeld NÖ Bahnhof,,48.0393640,15.7685910,,,0,,
8100958,,Hainburg/Donau Kulturfabrik Bahnhof,,48.1448430,16.9322060,,,0,,
8100959,,Hainburg/Donau Ungartor Bahnhof,,48.1483250,16.9480620,,,0,,
8100961,,Höflein/Donau Bahnhof,,48.3500600,16.2718110,,,0,,
8100962,,Höbersdorf Bahnhof,,48.4482870,16.1731010,,,0,,
8100967,,Hönigsberg Bahnhof,,47.5834540,15.6461780,,,0,,
8100970,,Hörersdorf Bahnhof,,48.6202880,16.5163330,,,0,,
8100974,,Hörsching Bahnhof,,48.2456740,14.1862070,,,0,,
8100976,,Haslach/Mühl Bahnhof,,48.5544760,14.0308930,,,0,,
8100980,,Hausruck Bahnhof,,48.1296120,13.5716200,,,0,,
8100981,,Haselstauden (Dornbirn) Bahnhof,,47.4324450,9.74906700,,,0,,
8100982,,Haslau/Donau Bahnhof,,48.1096560,16.7104410,,,0,,
8100983,,Hirtenberg Bahnhof,,47.9294430,16.1756490,,,0,,
8100984,,Hautzendorf NÖ Bahnhof,,48.4513200,16.4928980,,,0,,
8100986,,Hatting in Tirol Bahnhof,,47.2812820,11.1707060,,,0,,
8100990,,Hausleiten b.Stockerau Bahnhof,,48.3913510,16.1062100,,,0,,
8100993,,Hüttau Bahnhof,,47.4156500,13.3206240,,,0,,
8100995,,Herzograd Bahnhof,,48.1613820,14.5034870,,,0,,
8100996,,Herzogenburg Stadt Bahnhof,,48.2844650,15.7005860,,,0,,
8100997,,Herzogenburg-Wielandsthal Bahnhof,,48.2851410,15.6905700,,,0,,
8100999,,Iglmühle Bahnhof,,48.5205700,14.0364410,,,0,,
8101000,,Imsterberg Bahnhof,,47.2112170,10.7060240,,,0,,
8101003,,Wien Blumental Bahnhof,,48.1387490,16.3691810,,,0,,
8101005,,Irschen in Ktn Bahnhof,,46.7405950,13.0131300,,,0,,
8101007,,Inzing/Inn Bahnhof,,47.2779680,11.1986820,,,0,,
8101010,,Jennersdorf Bahnhof,,46.9351020,16.1396940,,,0,,
8101011,,Judendorf-Straßengel Bahnhof,,47.1184500,15.3439310,,,0,,
8101012,,Jedenspeigen Bahnhof,,48.4950330,16.8782850,,,0,,
8101013,,Wien Jedlersdorf Bahnhof,,48.2738540,16.3961430,,,0,,
8101014,,Johnsbach im Nationalpark Bahnhof,,47.5824070,14.5958830,,,0,,
8101019,,Kalsdorf b.Graz Bahnhof,,46.9642950,15.4700410,,,0,,
8101020,,Kapellerfeld Bahnhof,,48.3168270,16.4950790,,,0,,
8101024,,Kamegg Bahnhof,,48.6101350,15.6575560,,,0,,
8101025,,Kainisch Bahnhof,,47.5707020,13.8415070,,,0,,
8101029,,Katsdorf Bahnhof,,48.3121100,14.4902140,,,0,,
8101032,,Kapfenberg Fachhochschule Bahnhof,,47.4546890,15.3291310,,,0,,
8101033,,Kottingbrunn Bahnhof,,47.9501870,16.2269770,,,0,,
8101036,,Kematen/Krems-Piberbach Bahnhof,,48.1129920,14.2030480,,,0,,
8101038,,Kematen in Tirol Bahnhof,,47.2611910,11.2767050,,,0,,
8101044,,Kitzbühel Hahnenkamm Bahnhof,,47.4434830,12.3896570,,,0,,
8101045,,Kimpling Bahnhof,,48.2666010,13.6697590,,,0,,
8101048,,Kirchstetten b.Neulengbach Bahnhof,,48.1902640,15.8211610,,,0,,
8101050,,Klamm-Schottwien Bahnhof,,47.6651590,15.8724180,,,0,,
8101051,,Kledering Bahnhof,,48.1332970,16.4391590,,,0,,
8101055,,Kleblach-Lind Bahnhof,,46.7723050,13.3426630,,,0,,
8101061,,Kammern im Liesingtal Bahnhof,,47.3899010,14.9035970,,,0,,
8101063,,Kumpfmühl Bahnhof,,48.2693770,13.6203080,,,0,,
8101065,,Kottingneusiedl Bahnhof,,48.7034680,16.4642870,,,0,,
8101071,,Kothmühle Bahnhof,,47.8867140,13.9406430,,,0,,
8101075,,Kappel am Krappfeld Bahnhof,,46.8376000,14.4756180,,,0,,
8101076,,Kraubath/Mur Bahnhof,,47.3060040,14.9455290,,,0,,
8101077,,Kreisbach Bahnhof,,48.1005600,15.6078820,,,0,,
8101079,,Kastenreith Bahnhof,,47.8507330,14.6380200,,,0,,
8101080,,Krieglach Bahnhof,,47.5471650,15.5600270,,,0,,
8101081,,Kröllendorf Bahnhof,,48.0425530,14.7890120,,,0,,
8101083,,Krummnußbaum an der Westbahn Bahnhof,,48.2078210,15.1598000,,,0,,
8101084,,Kritzendorf Bahnhof,,48.3360660,16.2989700,,,0,,
8101085,,Krenstetten-Biberbach Bahnhof,,48.0552240,14.6991850,,,0,,
8101090,,Klagenfurt Annabichl Bahnhof,,46.6505910,14.3149590,,,0,,
8101091,,Klagenfurt Ebenthal Bahnhof,,46.6166280,14.3334680,,,0,,
8101093,,Klagenfurt Lend Bahnhof,,46.6215310,14.2840040,,,0,,
8101094,,Klagenfurt Ostbahnhof,,46.6216200,14.3219790,,,0,,
8101097,,Küb Bahnhof,,47.6814790,15.8765180,,,0,,
8101099,,Küpfern Bahnhof,,47.8582610,14.6108570,,,0,,
8101100,,Klaus in Vlbg Bahnhst,,47.3087280,9.62442400,,,0,,
8101101,,Klosterneuburg Weidling Bahnhof,,48.2970920,16.3349780,,,0,,
8101104,,Lanzenkirchen Bahnhof,,47.7506740,16.2422500,,,0,,
8101106,,Kleinzell im Mühlkreis Bahnhof,,48.4584860,14.0320800,,,0,,
8101110,,Lacken im Mühlkreis Bahnhof,,48.3858610,14.0914090,,,0,,
8101111,,Ladendorf Bahnhof,,48.5361640,16.5101060,,,0,,
8101118,,Lahrndorf b.Garsten Bahnhof,,47.9948360,14.3738130,,,0,,
8101119,,Lehen-Altensam Bahnhof,,48.0353950,13.7010120,,,0,,
8101120,,Lauffen b.Bad Ischl Bahnhof,,47.6743840,13.6163700,,,0,,
8101122,,Laxenburg-Biedermannsdorf Bahnhof,,48.0769440,16.3555050,,,0,,
8101124,,Leobendorf-Burg Kreuzenstein Bahnhof,,48.3646350,16.3018580,,,0,,
8101126,,Lendorf im Drautal Bahnhof,,46.8275240,13.4191900,,,0,,
8101127,,Linz/Donau Ebelsberg Bahnhof,,48.2520610,14.3471740,,,0,,
8101135,,Lenzing OÖ Ort Bahnhof,,47.9716870,13.6066610,,,0,,
8101137,,Lebring Bahnhof,,46.8549280,15.5322460,,,0,,
8101141,,Lenzing OÖ Bahnhof,,47.9832240,13.6136290,,,0,,
8101146,,Leogang-Steinberge Bahnhof,,47.4449350,12.7684600,,,0,,
8101148,,Lichendorf b.Mureck Bahnhof,,46.7139050,15.6983320,,,0,,
8101150,,Wien Liesing Bahnhof,,48.1345850,16.2842320,,,0,,
8101153,,Lilienfeld Bahnhof,,48.0137660,15.5930460,,,0,,
8101154,,Limberg-Maissau Bahnhof,,48.5923370,15.8633050,,,0,,
8101157,,Lind-Rosegg Bahnhof,,46.6058830,14.0000660,,,0,,
8101159,,Langenlebarn Bahnhof,,48.3275210,16.1217480,,,0,,
8101161,,Laßnitzthal Bahnhof,,47.0881440,15.6562640,,,0,,
8101163,,Leobersdorf Bahnhof,,47.9384340,16.2309850,,,0,,
8101164,,Lödersdorf Bahnhof,,46.9546780,15.9455300,,,0,,
