route_id,service_id,trip_id,trip_headsign,trip_short_name,direction_id,block_id,shape_id,trip_type
21,000004,1491,Gänserndorf Bahnhof,,,1357,,1
21,000020,1492,Gänserndorf Bahnhof,,,1358,,1
21,000000,1493,Gänserndorf Bahnhof,,,1359,,1
21,000000,1494,Gänserndorf Bahnhof,,,1360,,1
21,000000,1495,Gänserndorf Bahnhof,,,1361,,1
21,000088,1496,Gänserndorf Bahnhof,,,1362,,1
21,000089,1497,Gänserndorf Bahnhof,,,1363,,1
6,000020,1498,Wien Westbahnhof,R 2403,,1364,,1
6,000020,1499,Wien Westbahnhof,R 2407,,1365,,1
6,000020,1500,Laa/Thaya Bahnhof,R 2408,,1366,,1
14,000021,1501,Mistelbach/Zaya Bahnhof,,,1367,,1
14,000063,1502,Mistelbach/Zaya Bahnhof,,,1367,,1
14,000084,1503,Mistelbach/Zaya Bahnhof,,,1368,,1
6,000020,1504,Wien Westbahnhof,R 2409,,1369,,1
6,000020,1505,Laa/Thaya Bahnhof,R 2410,,1370,,1
6,000020,1506,Laa/Thaya Bahnhof,R 2412,,1371,,1
6,000020,1507,Laa/Thaya Bahnhof,R 2414,,1372,,1
14,000020,1508,Wolkersdorf im Weinviertel Bahnhof,,,1373,,1
6,000020,1509,Mistelbach/Zaya Bahnhof,R 24192,,1374,,1
14,000000,1510,Wolkersdorf im Weinviertel Bahnhof,,,1375,,1
14,000020,1511,Wolkersdorf im Weinviertel Bahnhof,,,1375,,1
6,000020,1512,Laa/Thaya Bahnhof,R 24230,,1376,,1
26,000020,1513,Laa/Thaya Bahnhof,,,1376,,1
14,000029,1514,Mistelbach/Zaya Bahnhof,,,1377,,1
14,000024,1515,Mistelbach/Zaya Bahnhof,,,1378,,1
6,000020,1516,Wolkersdorf im Weinviertel Bahnhof,R 24252,,1379,,1
26,000020,1517,Wolkersdorf im Weinviertel Bahnhof,,,1379,,1
26,000000,1518,Wolkersdorf im Weinviertel Bahnhof,,,1380,,1
27,000000,1519,Wolkersdorf im Weinviertel Bahnhof,,,1380,,1
6,000020,1520,Laa/Thaya Bahnhof,R 24272,,1381,,1
26,000020,1521,Laa/Thaya Bahnhof,,,1381,,1
6,000004,1522,Laa/Thaya Bahnhof,R 24272,,1382,,1
26,000004,1523,Laa/Thaya Bahnhof,,,1382,,1
14,000029,1524,Wolkersdorf im Weinviertel Bahnhof,,,1383,,1
14,000024,1525,Wolkersdorf im Weinviertel Bahnhof,,,1384,,1
26,000000,1526,Laa/Thaya Bahnhof,,,1385,,1
27,000000,1527,Laa/Thaya Bahnhof,,,1385,,1
27,000004,1528,Laa/Thaya Bahnhof,,,1385,,1
14,000004,1529,Wolkersdorf im Weinviertel Bahnhof,,,1386,,1
14,000020,1530,Wolkersdorf im Weinviertel Bahnhof,,,1387,,1
26,000004,1531,Wien Floridsdorf Bahnhof,,,1388,,1
26,000020,1532,Laa/Thaya Bahnhof,,,1389,,1
27,000020,1533,Laa/Thaya Bahnhof,,,1389,,1
14,000029,1534,Mistelbach/Zaya Bahnhof,,,1390,,1
14,000024,1535,Mistelbach/Zaya Bahnhof,,,1391,,1
26,000020,1536,Laa/Thaya Bahnhof,,,1392,,1
27,000020,1537,Laa/Thaya Bahnhof,,,1392,,1
26,000004,1538,Wien Floridsdorf Bahnhof,,,1393,,1
14,000004,1539,Wolkersdorf im Weinviertel Bahnhof,,,1394,,1
14,000020,1540,Wolkersdorf im Weinviertel Bahnhof,,,1395,,1
14,000000,1541,Mistelbach/Zaya Bahnhof,,,1396,,1
26,000000,1542,Laa/Thaya Bahnhof,,,1397,,1
27,000000,1543,Laa/Thaya Bahnhof,,,1397,,1
14,000000,1544,Wolkersdorf im Weinviertel Bahnhof,,,1398,,1
14,000000,1545,Mistelbach/Zaya Bahnhof,,,1399,,1
26,000020,1546,Laa/Thaya Bahnhof,,,1400,,1
27,000020,1547,Laa/Thaya Bahnhof,,,1400,,1
26,000004,1548,Wien Floridsdorf Bahnhof,,,1401,,1
14,000000,1549,Wolkersdorf im Weinviertel Bahnhof,,,1402,,1
14,000000,1550,Mistelbach/Zaya Bahnhof,,,1403,,1
26,000000,1551,Laa/Thaya Bahnhof,,,1404,,1
27,000000,1552,Laa/Thaya Bahnhof,,,1404,,1
14,000000,1553,Wolkersdorf im Weinviertel Bahnhof,,,1405,,1
26,000000,1554,Wolkersdorf im Weinviertel Bahnhof,,,1406,,1
26,000020,1555,Wolkersdorf im Weinviertel Bahnhof,,,1406,,1
14,000000,1556,Mistelbach/Zaya Bahnhof,,,1407,,1
26,000020,1557,Laa/Thaya Bahnhof,,,1408,,1
27,000020,1558,Laa/Thaya Bahnhof,,,1408,,1
26,000004,1559,Wien Floridsdorf Bahnhof,,,1409,,1
14,000000,1560,Wolkersdorf im Weinviertel Bahnhof,,,1410,,1
26,000004,1561,Wien Floridsdorf Bahnhof,,,1411,,1
14,000004,1562,Wien Floridsdorf Bahnhof,,,1411,,1
14,000020,1563,Wolkersdorf im Weinviertel Bahnhof,,,1412,,1
14,000000,1564,Mistelbach/Zaya Bahnhof,,,1413,,1
21,000000,1565,St.Valentin Bahnhof,,,1414,,1
26,000000,1566,Laa/Thaya Bahnhof,,,1415,,1
27,000000,1567,Laa/Thaya Bahnhof,,,1415,,1
21,000022,1568,Linz/Donau Hbf,,,1416,,1
14,000000,1569,Wolkersdorf im Weinviertel Bahnhof,,,1417,,1
21,000020,1570,St.Valentin Bahnhof,,,1418,,1
26,000004,1571,Wien Floridsdorf Bahnhof,,,1419,,1
26,000020,1572,Wolkersdorf im Weinviertel Bahnhof,,,1420,,1
21,000020,1573,Linz/Donau Hbf,,,1421,,1
14,000000,1574,Mistelbach/Zaya Bahnhof,,,1422,,1
21,000000,1575,St.Valentin Bahnhof,,,1423,,1
26,000020,1576,Laa/Thaya Bahnhof,,,1424,,1
27,000020,1577,Laa/Thaya Bahnhof,,,1424,,1
26,000004,1578,Wien Floridsdorf Bahnhof,,,1425,,1
14,000000,1579,Wolkersdorf im Weinviertel Bahnhof,,,1426,,1
26,000004,1580,Wien Floridsdorf Bahnhof,,,1427,,1
26,000020,1581,Wolkersdorf im Weinviertel Bahnhof,,,1428,,1
6,000020,1582,Linz/Donau Hbf,R 2460,,1429,,1
3,000020,1583,Linz/Donau Hbf,REX 2460,,1429,,1
3,000029,1584,Linz/Donau Hbf,REX 2460,,1430,,1
14,000000,1585,Mistelbach/Zaya Bahnhof,,,1431,,1
26,000000,1586,Laa/Thaya Bahnhof,,,1432,,1
27,000000,1587,Laa/Thaya Bahnhof,,,1432,,1
21,000020,1588,Linz/Donau Hbf,,,1433,,1
14,000000,1589,Wolkersdorf im Weinviertel Bahnhof,,,1434,,1
26,000004,1590,Wien Floridsdorf Bahnhof,,,1435,,1
26,000020,1591,Wolkersdorf im Weinviertel Bahnhof,,,1436,,1
14,000000,1592,Mistelbach/Zaya Bahnhof,,,1437,,1
26,000020,1593,Laa/Thaya Bahnhof,,,1438,,1
27,000020,1594,Laa/Thaya Bahnhof,,,1438,,1
26,000004,1595,Wien Floridsdorf Bahnhof,,,1439,,1
14,000000,1596,Wolkersdorf im Weinviertel Bahnhof,,,1440,,1
21,000004,1597,St.Valentin Bahnhof,,,1441,,1
26,000004,1598,Wien Floridsdorf Bahnhof,,,1442,,1
26,000020,1599,Wolkersdorf im Weinviertel Bahnhof,,,1443,,1
14,000000,1600,Mistelbach/Zaya Bahnhof,,,1444,,1
26,000000,1601,Laa/Thaya Bahnhof,,,1445,,1
27,000000,1602,Laa/Thaya Bahnhof,,,1445,,1
14,000000,1603,Wolkersdorf im Weinviertel Bahnhof,,,1446,,1
26,000004,1604,Wien Floridsdorf Bahnhof,,,1447,,1
26,000020,1605,Wolkersdorf im Weinviertel Bahnhof,,,1448,,1
14,000000,1606,Mistelbach/Zaya Bahnhof,,,1449,,1
26,000020,1607,Laa/Thaya Bahnhof,,,1450,,1
27,000020,1608,Laa/Thaya Bahnhof,,,1450,,1
26,000004,1609,Wien Floridsdorf Bahnhof,,,1451,,1
14,000000,1610,Wolkersdorf im Weinviertel Bahnhof,,,1452,,1
14,000000,1611,Mistelbach/Zaya Bahnhof,,,1453,,1
26,000000,1612,Laa/Thaya Bahnhof,,,1454,,1
27,000000,1613,Laa/Thaya Bahnhof,,,1454,,1
14,000000,1614,Wolkersdorf im Weinviertel Bahnhof,,,1455,,1
14,000000,1615,Mistelbach/Zaya Bahnhof,,,1456,,1
26,000020,1616,Laa/Thaya Bahnhof,,,1457,,1
27,000020,1617,Laa/Thaya Bahnhof,,,1457,,1
26,000004,1618,Wien Floridsdorf Bahnhof,,,1458,,1
14,000000,1619,Wolkersdorf im Weinviertel Bahnhof,,,1459,,1
14,000000,1620,Mistelbach/Zaya Bahnhof,,,1460,,1
21,000000,1621,Amstetten NÖ Bahnhof,,,1461,,1
28,000000,1622,Amstetten NÖ Bahnhof,,,1461,,1
26,000000,1623,Laa/Thaya Bahnhof,,,1462,,1
27,000000,1624,Laa/Thaya Bahnhof,,,1462,,1
14,000000,1625,Wolkersdorf im Weinviertel Bahnhof,,,1463,,1
14,000000,1626,Laa/Thaya Bahnhof,,,1464,,1
21,000000,1627,Amstetten NÖ Bahnhof,,,1465,,1
28,000000,1628,Amstetten NÖ Bahnhof,,,1465,,1
14,000000,1629,Wolkersdorf im Weinviertel Bahnhof,,,1466,,1
14,000000,1630,Laa/Thaya Bahnhof,,,1467,,1
29,000000,1631,Wien Hirschstetten Bahnhst,,,1468,,1
29,000000,1632,Wien Hütteldorf Bahnhof,,,1469,,1
29,000000,1633,Wien Hirschstetten Bahnhst,,,1470,,1
29,000000,1634,Wien Hütteldorf Bahnhof,,,1471,,1
29,000000,1635,Wien Hirschstetten Bahnhst,,,1472,,1
29,000000,1636,Wien Hütteldorf Bahnhof,,,1473,,1
29,000000,1637,Wien Hirschstetten Bahnhst,,,1474,,1
29,000000,1638,Wien Hütteldorf Bahnhof,,,1475,,1
29,000000,1639,Wien Hirschstetten Bahnhst,,,1476,,1
29,000000,1640,Wien Hütteldorf Bahnhof,,,1477,,1
3,000000,1641,Wien Hbf,REX 2501,,1478,,1
29,000000,1642,Wien Hirschstetten Bahnhst,,,1479,,1
29,000000,1643,Wien Hütteldorf Bahnhof,,,1480,,1
29,000000,1644,Wien Hirschstetten Bahnhst,,,1481,,1
29,000000,1645,Wien Hütteldorf Bahnhof,,,1482,,1
29,000000,1646,Wien Hirschstetten Bahnhst,,,1483,,1
29,000000,1647,Wien Hütteldorf Bahnhof,,,1484,,1
29,000000,1648,Wien Hirschstetten Bahnhst,,,1485,,1
29,000000,1649,Wien Hütteldorf Bahnhof,,,1486,,1
29,000000,1650,Wien Hirschstetten Bahnhst,,,1487,,1
29,000000,1651,Wien Hütteldorf Bahnhof,,,1488,,1
29,000000,1652,Wien Hirschstetten Bahnhst,,,1489,,1
29,000000,1653,Wien Hütteldorf Bahnhof,,,1490,,1
29,000000,1654,Wien Hirschstetten Bahnhst,,,1491,,1
29,000000,1655,Wien Hütteldorf Bahnhof,,,1492,,1
29,000000,1656,Wien Hirschstetten Bahnhst,,,1493,,1
29,000000,1657,Wien Hütteldorf Bahnhof,,,1494,,1
29,000000,1658,Wien Hirschstetten Bahnhst,,,1495,,1
29,000000,1659,Wien Hütteldorf Bahnhof,,,1496,,1
29,000000,1660,Wien Hirschstetten Bahnhst,,,1497,,1
29,000000,1661,Wien Hütteldorf Bahnhof,,,1498,,1
29,000000,1662,Wien Hirschstetten Bahnhst,,,1499,,1
29,000000,1663,Wien Hütteldorf Bahnhof,,,1500,,1
29,000000,1664,Wien Hirschstetten Bahnhst,,,1501,,1
29,000000,1665,Wien Hütteldorf Bahnhof,,,1502,,1
29,000000,1666,Wien Hirschstetten Bahnhst,,,1503,,1
29,000000,1667,Wien Hütteldorf Bahnhof,,,1504,,1
29,000000,1668,Wien Hirschstetten Bahnhst,,,1505,,1
29,000000,1669,Wien Hütteldorf Bahnhof,,,1506,,1
29,000000,1670,Wien Hirschstetten Bahnhst,,,1507,,1
29,000000,1671,Wien Hütteldorf Bahnhof,,,1508,,1
29,000000,1672,Wien Hirschstetten Bahnhst,,,1509,,1
29,000000,1673,Wien Hütteldorf Bahnhof,,,1510,,1
29,000000,1674,Wien Hirschstetten Bahnhst,,,1511,,1
29,000000,1675,Wien Hütteldorf Bahnhof,,,1512,,1
29,000000,1676,Wien Hirschstetten Bahnhst,,,1513,,1
29,000000,1677,Wien Hütteldorf Bahnhof,,,1514,,1
29,000000,1678,Wien Hirschstetten Bahnhst,,,1515,,1
29,000000,1679,Wien Hütteldorf Bahnhof,,,1516,,1
29,000000,1680,Wien Hirschstetten Bahnhst,,,1517,,1
29,000000,1681,Wien Hütteldorf Bahnhof,,,1518,,1
29,000000,1682,Wien Hirschstetten Bahnhst,,,1519,,1
29,000000,1683,Wien Hütteldorf Bahnhof,,,1520,,1
29,000000,1684,Wien Hirschstetten Bahnhst,,,1521,,1
29,000000,1685,Wien Hütteldorf Bahnhof,,,1522,,1
29,000000,1686,Wien Hirschstetten Bahnhst,,,1523,,1
29,000000,1687,Wien Hütteldorf Bahnhof,,,1524,,1
29,000000,1688,Wien Hirschstetten Bahnhst,,,1525,,1
29,000000,1689,Wien Hütteldorf Bahnhof,,,1526,,1
29,000000,1690,Wien Hirschstetten Bahnhst,,,1527,,1
29,000000,1691,Wien Hütteldorf Bahnhof,,,1528,,1
29,000000,1692,Wien Hirschstetten Bahnhst,,,1529,,1
29,000000,1693,Wien Hütteldorf Bahnhof,,,1530,,1
29,000000,1694,Wien Hirschstetten Bahnhst,,,1531,,1
29,000000,1695,Wien Hütteldorf Bahnhof,,,1532,,1
29,000000,1696,Wien Hirschstetten Bahnhst,,,1533,,1
29,000000,1697,Wien Hütteldorf Bahnhof,,,1534,,1
29,000000,1698,Wien Hirschstetten Bahnhst,,,1535,,1
29,000000,1699,Wien Hütteldorf Bahnhof,,,1536,,1
29,000000,1700,Wien Hirschstetten Bahnhst,,,1537,,1
29,000000,1701,Wien Hütteldorf Bahnhof,,,1538,,1
29,000000,1702,Wien Hirschstetten Bahnhst,,,1539,,1
29,000000,1703,Wien Hütteldorf Bahnhof,,,1540,,1
29,000000,1704,Wien Hirschstetten Bahnhst,,,1541,,1
29,000000,1705,Wien Hütteldorf Bahnhof,,,1542,,1
29,000000,1706,Wien Hirschstetten Bahnhst,,,1543,,1
29,000000,1707,Wien Hütteldorf Bahnhof,,,1544,,1
29,000000,1708,Wien Hirschstetten Bahnhst,,,1545,,1
29,000000,1709,Wien Hütteldorf Bahnhof,,,1546,,1
29,000000,1710,Wien Hirschstetten Bahnhst,,,1547,,1
29,000000,1711,Wien Hütteldorf Bahnhof,,,1548,,1
3,000000,1712,Marchegg Bahnhof,REX 2534,,1549,,1
3,000000,1713,Wien Hbf,REX 2535,,1550,,1
3,000000,1714,Marchegg Bahnhof,REX 2538,,1551,,1
3,000000,1715,Wien Hbf,REX 2539,,1552,,1
3,000000,1716,Marchegg Bahnhof,REX 2540,,1553,,1
6,000004,1717,Marchegg Bahnhof,R 2550,,1554,,1
6,000020,1718,Marchegg Bahnhof,R 2552,,1555,,1
6,000000,1719,Wien Hbf,R 2553,,1556,,1
6,000020,1720,Marchegg Bahnhof,R 2554,,1557,,1
6,000000,1721,Wien Hbf,R 2555,,1558,,1
6,000000,1722,Marchegg Bahnhof,R 2556,,1559,,1
6,000000,1723,Wien Hbf,R 2557,,1560,,1
6,000020,1724,Wien Hbf,R 2559,,1561,,1
6,000000,1725,Marchegg Bahnhof,R 2560,,1562,,1
6,000000,1726,Wien Hbf,R 2561,,1563,,1
6,000000,1727,Marchegg Bahnhof,R 2564,,1564,,1
6,000000,1728,Wien Hbf,R 2565,,1565,,1
6,000020,1729,Marchegg Bahnhof,R 2566,,1566,,1
6,000000,1730,Marchegg Bahnhof,R 2568,,1567,,1
6,000000,1731,Wien Hbf,R 2569,,1568,,1
6,000020,1732,Marchegg Bahnhof,R 2570,,1569,,1
8,000029,1733,Schwarzach-St.Veit Bahnhof,,,1570,,1
6,000020,1734,Wien Hbf,R 2571,,1571,,1
6,000000,1735,Marchegg Bahnhof,R 2572,,1572,,1
6,000000,1736,Wien Hbf,R 2573,,1573,,1
6,000020,1737,Marchegg Bahnhof,R 2574,,1574,,1
6,000020,1738,Wien Hbf,R 2575,,1575,,1
6,000000,1739,Marchegg Bahnhof,R 2576,,1576,,1
6,000000,1740,Wien Hbf,R 2577,,1577,,1
6,000020,1741,Marchegg Bahnhof,R 2578,,1578,,1
8,000096,1742,Salzburg Hbf,,,1579,,1
6,000020,1743,Wien Hbf,R 2579,,1580,,1
6,000000,1744,Marchegg Bahnhof,R 2580,,1581,,1
6,000000,1745,Wien Hbf,R 2581,,1582,,1
6,000020,1746,Marchegg Bahnhof,R 2582,,1583,,1
6,000000,1747,Marchegg Bahnhof,R 2584,,1584,,1
6,000000,1748,Wien Hbf,R 2585,,1585,,1
3,000020,1749,Wien Hbf,REX 2600,,1586,,1
30,000020,1750,Wr.Neustadt Hbf,,,1587,,1
30,000020,1751,Bruck/Leitha Bahnhof,,,1588,,1
30,000020,1752,Wien Hbf,,,1589,,1
30,000020,1753,Bruck/Leitha Bahnhof,,,1590,,1
30,000004,1754,Bruck/Leitha Bahnhof,,,1591,,1
30,000000,1755,Wr.Neustadt Hbf,,,1592,,1
30,000004,1756,Wr.Neustadt Hbf,,,1592,,1
30,000020,1757,Bruck/Leitha Bahnhof,,,1593,,1
30,000020,1758,Wien Hbf,,,1594,,1
30,000000,1759,Bruck/Leitha Bahnhof,,,1595,,1
30,000000,1760,Wr.Neustadt Hbf,,,1596,,1
30,000020,1761,Bruck/Leitha Bahnhof,,,1597,,1
3,000020,1762,Wien Hbf,REX 2602,,1598,,1
30,000020,1763,Wien Hbf,,,1599,,1
30,000000,1764,Bruck/Leitha Bahnhof,,,1600,,1
30,000000,1765,Wr.Neustadt Hbf,,,1601,,1
30,000020,1766,Bruck/Leitha Bahnhof,,,1602,,1
30,000020,1767,Wien Hbf,,,1603,,1
30,000000,1768,Bruck/Leitha Bahnhof,,,1604,,1
30,000000,1769,Wr.Neustadt Hbf,,,1605,,1
30,000020,1770,Bruck/Leitha Bahnhof,,,1606,,1
30,000020,1771,Wien Hbf,,,1607,,1
30,000000,1772,Bruck/Leitha Bahnhof,,,1608,,1
30,000000,1773,Wr.Neustadt Hbf,,,1609,,1
30,000020,1774,Bruck/Leitha Bahnhof,,,1610,,1
30,000020,1775,Wien Hbf,,,1611,,1
30,000000,1776,Bruck/Leitha Bahnhof,,,1612,,1
30,000000,1777,Wr.Neustadt Hbf,,,1613,,1
30,000020,1778,Bruck/Leitha Bahnhof,,,1614,,1
30,000020,1779,Wien Hbf,,,1615,,1
30,000000,1780,Bruck/Leitha Bahnhof,,,1616,,1
30,000000,1781,Wr.Neustadt Hbf,,,1617,,1
30,000020,1782,Bruck/Leitha Bahnhof,,,1618,,1
3,000020,1783,Wr.Neustadt Hbf,REX 2604,,1619,,1
6,000020,1784,Wr.Neustadt Hbf,R 2604,,1619,,1
30,000020,1785,Wien Hbf,,,1620,,1
30,000000,1786,Bruck/Leitha Bahnhof,,,1621,,1
30,000000,1787,Wr.Neustadt Hbf,,,1622,,1
30,000020,1788,Bruck/Leitha Bahnhof,,,1623,,1
30,000020,1789,Wien Hbf,,,1624,,1
30,000000,1790,Bruck/Leitha Bahnhof,,,1625,,1
30,000000,1791,Wr.Neustadt Hbf,,,1626,,1
30,000020,1792,Bruck/Leitha Bahnhof,,,1627,,1
30,000020,1793,Wien Hbf,,,1628,,1
30,000000,1794,Bruck/Leitha Bahnhof,,,1629,,1
3,000020,1795,Eisenstadt Bahnhof,REX 2605,,1630,,1
30,000000,1796,Wr.Neustadt Hbf,,,1631,,1
30,000020,1797,Bruck/Leitha Bahnhof,,,1632,,1
30,000020,1798,Wien Hbf,,,1633,,1
30,000000,1799,Bruck/Leitha Bahnhof,,,1634,,1
30,000000,1800,Wr.Neustadt Hbf,,,1635,,1
30,000020,1801,Bruck/Leitha Bahnhof,,,1636,,1
30,000020,1802,Wien Hbf,,,1637,,1
30,000000,1803,Bruck/Leitha Bahnhof,,,1638,,1
30,000000,1804,Wr.Neustadt Hbf,,,1639,,1
30,000020,1805,Bruck/Leitha Bahnhof,,,1640,,1
3,000020,1806,Wien Hbf,REX 2606,,1641,,1
3,000004,1807,Wien Hbf,REX 2606,,1642,,1
30,000020,1808,Wien Hbf,,,1643,,1
30,000000,1809,Bruck/Leitha Bahnhof,,,1644,,1
30,000000,1810,Wr.Neustadt Hbf,,,1645,,1
30,000020,1811,Bruck/Leitha Bahnhof,,,1646,,1
30,000020,1812,Wien Hbf,,,1647,,1
30,000000,1813,Bruck/Leitha Bahnhof,,,1648,,1
30,000000,1814,Wr.Neustadt Hbf,,,1649,,1
30,000020,1815,Bruck/Leitha Bahnhof,,,1650,,1
30,000000,1816,Bruck/Leitha Bahnhof,,,1651,,1
3,000000,1817,Wulkaprodersdorf Bahnhof,REX 2607,,1652,,1
30,000000,1818,Wr.Neustadt Hbf,,,1653,,1
30,000000,1819,Bruck/Leitha Bahnhof,,,1654,,1
30,000000,1820,Wr.Neustadt Hbf,,,1655,,1
30,000000,1821,Bruck/Leitha Bahnhof,,,1656,,1
30,000000,1822,Wr.Neustadt Hbf,,,1657,,1
3,000020,1823,Wien Hbf,REX 2608,,1658,,1
30,000000,1824,Bruck/Leitha Bahnhof,,,1659,,1
30,000000,1825,Wr.Neustadt Hbf,,,1660,,1
30,000048,1826,Wr.Neustadt Hbf,,,1660,,1
30,000000,1827,Bruck/Leitha Bahnhof,,,1661,,1
30,000000,1828,Wien Hbf,,,1662,,1
3,000020,1829,Eisenstadt Bahnhof,REX 2609,,1663,,1
3,000020,1830,Wien Hbf,REX 2610,,1664,,1
3,000004,1831,Wien Hbf,REX 2610,,1665,,1
3,000000,1832,Wulkaprodersdorf Bahnhof,REX 2611,,1666,,1
3,000020,1833,Wien Hbf,REX 2612,,1667,,1
3,000020,1834,Wulkaprodersdorf Bahnhof,REX 2613,,1668,,1
3,000004,1835,Wulkaprodersdorf Bahnhof,REX 2613,,1669,,1
3,000000,1836,Wien Hbf,REX 2614,,1670,,1
3,000000,1837,Wulkaprodersdorf Bahnhof,REX 2615,,1671,,1
3,000020,1838,Wien Hbf,REX 2616,,1672,,1
3,000020,1839,Wulkaprodersdorf Bahnhof,REX 2617,,1673,,1
3,000004,1840,Wulkaprodersdorf Bahnhof,REX 2617,,1674,,1
3,000000,1841,Wien Hbf,REX 2618,,1675,,1
3,000000,1842,Wulkaprodersdorf Bahnhof,REX 2619,,1676,,1
3,000000,1843,Wien Hbf,REX 2622,,1677,,1
3,000000,1844,Wulkaprodersdorf Bahnhof,REX 2623,,1678,,1
3,000000,1845,Wien Hbf,REX 2626,,1679,,1
3,000000,1846,Wulkaprodersdorf Bahnhof,REX 2627,,1680,,1
3,000000,1847,Wien Hbf,REX 2630,,1681,,1
3,000000,1848,Wulkaprodersdorf Bahnhof,REX 2631,,1682,,1
3,000000,1849,Wien Hbf,REX 2634,,1683,,1
3,000000,1850,Wulkaprodersdorf Bahnhof,REX 2635,,1684,,1
3,000000,1851,Wien Hbf,REX 2638,,1685,,1
3,000000,1852,Wulkaprodersdorf Bahnhof,REX 2639,,1686,,1
3,000020,1853,Bruck/Leitha Bahnhof,REX 2640,,1687,,1
3,000020,1854,Wulkaprodersdorf Bahnhof,REX 2641,,1688,,1
3,000004,1855,Wulkaprodersdorf Bahnhof,REX 2641,,1689,,1
3,000000,1856,Wien Hbf,REX 2642,,1690,,1
3,000000,1857,Wulkaprodersdorf Bahnhof,REX 2643,,1691,,1
3,000020,1858,Bruck/Leitha Bahnhof,REX 2644,,1692,,1
3,000020,1859,Wulkaprodersdorf Bahnhof,REX 2645,,1693,,1
3,000004,1860,Wulkaprodersdorf Bahnhof,REX 2645,,1694,,1
3,000000,1861,Wien Hbf,REX 2646,,1695,,1
3,000000,1862,Wulkaprodersdorf Bahnhof,REX 2647,,1696,,1
3,000020,1863,Bruck/Leitha Bahnhof,REX 2648,,1697,,1
3,000020,1864,Wulkaprodersdorf Bahnhof,REX 2649,,1698,,1
3,000004,1865,Wulkaprodersdorf Bahnhof,REX 2649,,1699,,1
3,000000,1866,Wien Hbf,REX 2650,,1700,,1
3,000000,1867,Wulkaprodersdorf Bahnhof,REX 2651,,1701,,1
3,000020,1868,Bruck/Leitha Bahnhof,REX 2652,,1702,,1
3,000020,1869,Wulkaprodersdorf Bahnhof,REX 2653,,1703,,1
3,000004,1870,Wulkaprodersdorf Bahnhof,REX 2653,,1704,,1
3,000000,1871,Wien Hbf,REX 2654,,1705,,1
3,000000,1872,Wulkaprodersdorf Bahnhof,REX 2655,,1706,,1
3,000020,1873,Bruck/Leitha Bahnhof,REX 2656,,1707,,1
3,000020,1874,Wulkaprodersdorf Bahnhof,REX 2657,,1708,,1
3,000004,1875,Wulkaprodersdorf Bahnhof,REX 2657,,1709,,1
3,000000,1876,Wien Hbf,REX 2658,,1710,,1
3,000000,1877,Wulkaprodersdorf Bahnhof,REX 2659,,1711,,1
3,000020,1878,Wulkaprodersdorf Bahnhof,REX 2661,,1712,,1
3,000004,1879,Wulkaprodersdorf Bahnhof,REX 2661,,1713,,1
3,000000,1880,Wien Hbf,REX 2662,,1714,,1
3,000000,1881,Wulkaprodersdorf Bahnhof,REX 2663,,1715,,1
3,000000,1882,Wien Hbf,REX 2666,,1716,,1
3,000000,1883,Wulkaprodersdorf Bahnhof,REX 2667,,1717,,1
3,000000,1884,Wien Hbf,REX 2670,,1718,,1
3,000000,1885,Wulkaprodersdorf Bahnhof,REX 2671,,1719,,1
3,000004,1886,Wien Hbf,REX 2674,,1720,,1
3,000020,1887,Wien Hbf,REX 2674,,1721,,1
3,000000,1888,Wulkaprodersdorf Bahnhof,REX 2675,,1722,,1
6,000020,1889,Wr.Neustadt Hbf,R 2700,,1723,,1
6,000020,1890,Friedberg in Stmk Bahnhof,R 2701,,1724,,1
6,000020,1891,Wr.Neustadt Hbf,R 2702,,1725,,1
6,000020,1892,Aspang Markt Bahnhof,R 2703,,1726,,1
3,000020,1893,Wien Hbf,REX 2704,,1727,,1
6,000020,1894,Wr.Neustadt Hbf,R 2706,,1728,,1
3,000020,1895,Wien Hbf,REX 2708,,1729,,1
6,000000,1896,Wr.Neustadt Hbf,R 2710,,1730,,1
6,000000,1897,Aspang Markt Bahnhof,R 2711,,1731,,1
6,000020,1898,Wr.Neustadt Hbf,R 2712,,1732,,1
3,000022,1899,Wien Meidling Bahnhof,REX 2714,,1733,,1
3,000020,1900,Wien Meidling Bahnhof,REX 2714,,1733,,1
6,000000,1901,Aspang Markt Bahnhof,R 2715,,1734,,1
6,000000,1902,Wr.Neustadt Hbf,R 2716,,1735,,1
26,000000,1903,Flughafen Wien Bahnhof,,,1736,,1
6,000020,1904,Wolfsthal Bahnhof,R 27171,,1737,,1
6,000020,1905,Wr.Neustadt Hbf,R 2718,,1738,,1
3,000020,1906,Wr.Neustadt Hbf,REX 2718,,1738,,1
3,000097,1907,Wr.Neustadt Hbf,REX 2718,,1739,,1
26,000000,1908,Flughafen Wien Bahnhof,,,1740,,1
6,000000,1909,Aspang Markt Bahnhof,R 2719,,1741,,1
6,000020,1910,Wolfsthal Bahnhof,R 27191,,1742,,1
6,000020,1911,Wr.Neustadt Hbf,R 2720,,1743,,1
26,000020,1912,Flughafen Wien Bahnhof,,,1744,,1
26,000004,1913,Wolfsthal Bahnhof,,,1745,,1
6,000020,1914,Wolfsthal Bahnhof,R 27211,,1746,,1
3,000020,1915,Wr.Neustadt Hbf,REX 2722,,1747,,1
3,000029,1916,Wr.Neustadt Hbf,REX 2722,,1748,,1
