trip_id,arrival_time,departure_time,stop_id,stop_sequence,pickup_type,drop_off_type,stop_name,stop_lat,stop_lon,location_type,route_id,trip_headsign,trip_short_name,start,stop
6874,14:55:00,14:57:00,8100514,7,0,0,Wien Meidling Bahnhof,48.174582,16.333737,0,4,Praha hl.n.,RJ 78,Graz Hbf,Wien Hbf
6874,15:02:00,15:10:00,8103000,8,0,0,Wien Hbf,48.185101,16.377113,0,4,Praha hl.n.,RJ 78,Graz Hbf,Wien Hbf
6875,16:49:00,16:58:00,8103000,3,0,0,Wien Hbf,48.185101,16.377113,0,4,Graz Hbf,RJ 79,Wien Hbf,Graz Hbf
6875,17:03:00,17:05:00,8100514,4,0,0,Wien Meidling Bahnhof,48.174582,16.333737,0,4,Graz Hbf,RJ 79,Wien Hbf,Graz Hbf
6875,17:30:00,17:32:00,8100516,5,0,0,Wr.Neustadt Hbf,47.811693,16.233812,0,4,Graz Hbf,RJ 79,Wien Hbf,Graz Hbf
6875,18:14:00,18:15:00,8100028,6,0,0,Semmering Bahnhof,47.639703999999995,15.831028,0,4,Graz Hbf,RJ 79,Wien Hbf,Graz Hbf
6875,18:28:00,18:30:00,8100029,7,0,0,Mürzzuschlag Bahnhof,47.607874,15.677004,0,4,Graz Hbf,RJ 79,Wien Hbf,Graz Hbf
6875,18:51:00,18:52:00,8100031,8,0,0,Kapfenberg Bahnhof,47.445195,15.292089,0,4,Graz Hbf,RJ 79,Wien Hbf,Graz Hbf
6875,18:56:00,18:58:00,8100032,9,0,0,Bruck/Mur Bahnhof,47.413649,15.279495,0,4,Graz Hbf,RJ 79,Wien Hbf,Graz Hbf
6875,19:33:00,19:33:00,8100173,10,1,0,Graz Hbf,47.072503000000005,15.416464000000001,0,4,Graz Hbf,RJ 79,Wien Hbf,Graz Hbf
6876,16:49:00,16:58:00,8103000,3,0,0,Wien Hbf,48.185101,16.377113,0,4,Graz Hbf,RJ 79,Wien Hbf,Graz Hbf
6876,17:03:00,17:05:00,8100514,4,0,0,Wien Meidling Bahnhof,48.174582,16.333737,0,4,Graz Hbf,RJ 79,Wien Hbf,Graz Hbf
6876,17:28:00,17:32:00,8100516,5,0,0,Wr.Neustadt Hbf,47.811693,16.233812,0,4,Graz Hbf,RJ 79,Wien Hbf,Graz Hbf
6876,18:14:00,18:15:00,8100028,6,0,0,Semmering Bahnhof,47.639703999999995,15.831028,0,4,Graz Hbf,RJ 79,Wien Hbf,Graz Hbf
6876,18:28:00,18:30:00,8100029,7,0,0,Mürzzuschlag Bahnhof,47.607874,15.677004,0,4,Graz Hbf,RJ 79,Wien Hbf,Graz Hbf
6876,18:51:00,18:52:00,8100031,8,0,0,Kapfenberg Bahnhof,47.445195,15.292089,0,4,Graz Hbf,RJ 79,Wien Hbf,Graz Hbf
6876,18:56:00,18:58:00,8100032,9,0,0,Bruck/Mur Bahnhof,47.413649,15.279495,0,4,Graz Hbf,RJ 79,Wien Hbf,Graz Hbf
6876,19:33:00,19:33:00,8100173,10,1,0,Graz Hbf,47.072503000000005,15.416464000000001,0,4,Graz Hbf,RJ 79,Wien Hbf,Graz Hbf
