from_stop_id,to_stop_id,transfer_type,min_transfer_time,from_trip_id,to_trip_id
8101695,8101695,2,300,,
8101696,8101696,2,300,,
8101697,8101697,2,300,,
8101700,8101700,2,300,,
8101701,8101701,2,300,,
8101702,8101702,2,300,,
8101704,8101704,2,300,,
8101706,8101706,2,300,,
8101709,8101709,2,300,,
8101711,8101711,2,300,,
8101712,8101712,2,300,,
8101713,8101713,2,300,,
8101716,8101716,2,300,,
8101717,8101717,2,300,,
8101718,8101718,2,300,,
8101720,8101720,2,300,,
8101723,8101723,2,300,,
8101728,8101728,2,300,,
8101736,8101736,2,300,,
8101742,8101742,2,300,,
8101745,8101745,2,300,,
8101746,8101746,2,300,,
8101747,8101747,2,300,,
8101748,8101748,2,300,,
8101752,8101752,2,300,,
8101754,8101754,2,300,,
8101755,8101755,2,300,,
8101760,8101760,2,300,,
8101764,8101764,2,300,,
8101768,8101768,2,300,,
8101769,8101769,2,300,,
8101771,8101771,2,300,,
8101774,8101774,2,300,,
8101776,8101776,2,300,,
8101778,8101778,2,300,,
8101781,8101781,2,300,,
8101783,8101783,2,300,,
8101784,8101784,2,300,,
8101785,8101785,2,300,,
8101787,8101787,2,300,,
8101788,8101788,2,300,,
8101789,8101789,2,300,,
8101791,8101791,2,300,,
8101792,8101792,2,300,,
8101793,8101793,2,300,,
8101794,8101794,2,300,,
8101795,8101795,2,300,,
8101796,8101796,2,300,,
8101797,8101797,2,300,,
8101802,8101802,2,300,,
8101803,8101803,2,300,,
8101804,8101804,2,300,,
8101806,8101806,2,300,,
8101810,8101810,2,120,,
8101818,8101818,2,300,,
8101819,8101819,2,300,,
8101820,8101820,2,300,,
8101822,8101822,2,300,,
8101825,8101825,2,300,,
8101826,8101826,2,300,,
8101829,8101829,2,300,,
8101833,8101833,2,300,,
8101837,8101837,2,300,,
8101841,8101841,2,300,,
8101845,8101845,2,300,,
8101851,8101851,2,300,,
8101852,8101852,2,300,,
8101853,8101853,2,300,,
8101857,8101857,2,300,,
8101858,8101858,2,300,,
8101863,8101863,2,300,,
8101870,8101870,2,300,,
8101871,8101871,2,300,,
8101877,8101877,2,300,,
8101898,8101898,2,300,,
8101917,8101917,2,300,,
8101918,8101918,2,300,,
8101934,8101934,2,300,,
8101935,8101935,2,300,,
8101937,8101937,2,300,,
8101946,8101946,2,300,,
8101947,8101947,2,300,,
8101950,8101950,2,300,,
8101955,8101955,2,300,,
8101973,8101973,2,300,,
8101974,8101974,2,300,,
8101975,8101975,2,300,,
8101988,8101988,2,300,,
8101990,8101990,2,300,,
8102006,8102006,2,300,,
8102007,8102007,2,300,,
8102009,8102009,2,300,,
8102015,8102015,2,300,,
8102016,8102016,2,300,,
8102017,8102017,2,300,,
8102042,8102042,2,300,,
8102045,8102045,2,300,,
8102046,8102046,2,300,,
8102047,8102047,2,300,,
8102048,8102048,2,300,,
8102049,8102049,2,300,,
8102050,8102050,2,300,,
8102052,8102052,2,300,,
8102053,8102053,2,300,,
8102054,8102054,2,300,,
8102055,8102055,2,300,,
8102056,8102056,2,300,,
8102057,8102057,2,300,,
8102058,8102058,2,300,,
8102059,8102059,2,300,,
8102062,8102062,2,300,,
8102063,8102063,2,300,,
8102068,8102068,2,300,,
8102105,8102105,2,300,,
8102149,8102149,2,300,,
8103000,8103000,2,360,,
8103174,8103174,2,300,,
8103487,8103487,2,300,,
8103490,8103490,2,300,,
8103644,8103644,2,300,,
8103842,8103842,2,300,,
8104229,8104229,2,300,,
8198449,8198449,2,300,,
8300046,8300046,2,780,,
8300076,8300076,2,600,,
8300077,8300077,2,600,,
8300084,8300084,2,600,,
8300089,8300089,2,300,,
8300092,8300092,2,600,,
8300093,8300093,2,600,,
8300094,8300094,2,600,,
8300097,8300097,2,120,,
8300101,8300101,2,600,,
8300104,8300104,2,600,,
8300114,8300114,2,120,,
8300120,8300120,2,600,,
8300157,8300157,2,600,,
8300217,8300217,2,600,,
8300263,8300263,2,900,,
8301251,8301251,2,600,,
8303915,8303915,2,600,,
8303941,8303941,2,300,,
8503000,8503000,2,420,,
8506314,8506314,2,180,,
8509404,8509404,2,240,,
8100044,8100044,2,240,9,9
8100044,8100044,2,240,9,10
8100044,8100044,2,240,9,11580
8100044,8100044,2,240,9,11581
8100044,8100044,2,240,9,11583
8100044,8100044,2,240,9,11584
8100044,8100044,2,240,9,11585
8100044,8100044,2,240,9,11586
8100044,8100044,2,240,9,11587
8100044,8100044,2,240,10,9
8100044,8100044,2,240,10,10
8100044,8100044,2,240,10,11580
8100044,8100044,2,240,10,11581
8100044,8100044,2,240,10,11583
8100044,8100044,2,240,10,11584
8100044,8100044,2,240,10,11585
8100044,8100044,2,240,10,11586
8100044,8100044,2,240,10,11587
8100044,8100044,2,240,11580,9
8100044,8100044,2,240,11580,10
8100044,8100044,2,240,11580,11580
8100044,8100044,2,240,11580,11581
8100044,8100044,2,240,11580,11583
8100044,8100044,2,240,11580,11584
8100044,8100044,2,240,11580,11585
8100044,8100044,2,240,11580,11586
8100044,8100044,2,240,11580,11587
8100044,8100044,2,240,11581,9
8100044,8100044,2,240,11581,10
8100044,8100044,2,240,11581,11580
8100044,8100044,2,240,11581,11581
8100044,8100044,2,240,11581,11583
8100044,8100044,2,240,11581,11584
8100044,8100044,2,240,11581,11585
8100044,8100044,2,240,11581,11586
8100044,8100044,2,240,11581,11587
8100044,8100044,2,240,11583,9
8100044,8100044,2,240,11583,10
8100044,8100044,2,240,11583,11580
8100044,8100044,2,240,11583,11581
8100044,8100044,2,240,11583,11583
8100044,8100044,2,240,11583,11584
8100044,8100044,2,240,11583,11585
8100044,8100044,2,240,11583,11586
8100044,8100044,2,240,11583,11587
8100044,8100044,2,240,11584,9
8100044,8100044,2,240,11584,10
8100044,8100044,2,240,11584,11580
8100044,8100044,2,240,11584,11581
8100044,8100044,2,240,11584,11583
8100044,8100044,2,240,11584,11584
8100044,8100044,2,240,11584,11585
8100044,8100044,2,240,11584,11586
8100044,8100044,2,240,11584,11587
8100044,8100044,2,240,11585,9
8100044,8100044,2,240,11585,10
8100044,8100044,2,240,11585,11580
8100044,8100044,2,240,11585,11581
8100044,8100044,2,240,11585,11583
8100044,8100044,2,240,11585,11584
8100044,8100044,2,240,11585,11585
8100044,8100044,2,240,11585,11586
8100044,8100044,2,240,11585,11587
8100044,8100044,2,240,11586,9
8100044,8100044,2,240,11586,10
8100044,8100044,2,240,11586,11580
8100044,8100044,2,240,11586,11581
8100044,8100044,2,240,11586,11583
8100044,8100044,2,240,11586,11584
8100044,8100044,2,240,11586,11585
8100044,8100044,2,240,11586,11586
8100044,8100044,2,240,11586,11587
8100044,8100044,2,240,11587,9
8100044,8100044,2,240,11587,10
8100044,8100044,2,240,11587,11580
8100044,8100044,2,240,11587,11581
8100044,8100044,2,240,11587,11583
8100044,8100044,2,240,11587,11584
8100044,8100044,2,240,11587,11585
8100044,8100044,2,240,11587,11586
8100044,8100044,2,240,11587,11587
8100044,8100044,2,180,13,238
8100044,8100044,2,180,13,239
8100044,8100044,2,180,13,240
8100044,8100044,2,180,11593,238
8100044,8100044,2,180,11593,239
8100044,8100044,2,180,11593,240
8100044,8100044,2,180,11594,238
8100044,8100044,2,180,11594,239
8100044,8100044,2,180,11594,240
8100044,8100044,2,180,17,256
8100044,8100044,2,180,17,257
8100044,8100044,2,180,17,258
8100044,8100044,2,180,11634,256
8100044,8100044,2,180,11634,257
8100044,8100044,2,180,11634,258
8100002,8100002,2,180,11720,10188
8100002,8100002,2,180,11720,10189
8100002,8100002,2,180,11720,10190
8100002,8100002,2,180,11720,10192
8100002,8100002,2,180,11721,10188
8100002,8100002,2,180,11721,10189
8100002,8100002,2,180,11721,10190
8100002,8100002,2,180,11721,10192
8100002,8100002,2,180,11722,10188
8100002,8100002,2,180,11722,10189
8100002,8100002,2,180,11722,10190
8100002,8100002,2,180,11722,10192
8100002,8100002,2,180,11723,10188
8100002,8100002,2,180,11723,10189
8100002,8100002,2,180,11723,10190
8100002,8100002,2,180,11723,10192
8100002,8100002,2,180,11724,10188
8100002,8100002,2,180,11724,10189
8100002,8100002,2,180,11724,10190
8100002,8100002,2,180,11724,10192
8100002,8100002,2,180,11725,10188
8100002,8100002,2,180,11725,10189
8100002,8100002,2,180,11725,10190
8100002,8100002,2,180,11725,10192
8100002,8100002,2,180,11726,10188
8100002,8100002,2,180,11726,10189
8100002,8100002,2,180,11726,10190
8100002,8100002,2,180,11726,10192
8100002,8100002,2,180,11727,10188
8100002,8100002,2,180,11727,10189
8100002,8100002,2,180,11727,10190
8100002,8100002,2,180,11727,10192
8100042,8100042,2,180,55,9650
8100042,8100042,2,180,55,9651
8100514,8100514,2,180,57,13588
8100514,8100514,2,180,57,13589
8100514,8100514,2,180,57,13590
8100514,8100514,2,180,57,13592
8100514,8100514,2,180,57,13593
8100514,8100514,2,180,57,13594
8100514,8100514,2,180,57,13595
8100514,8100514,2,180,57,13596
8100514,8100514,2,180,11937,13588
8100514,8100514,2,180,11937,13589
8100514,8100514,2,180,11937,13590
8100514,8100514,2,180,11937,13592
8100514,8100514,2,180,11937,13593
8100514,8100514,2,180,11937,13594
8100514,8100514,2,180,11937,13595
8100514,8100514,2,180,11937,13596
8100514,8100514,2,180,11938,13588
8100514,8100514,2,180,11938,13589
8100514,8100514,2,180,11938,13590
8100514,8100514,2,180,11938,13592
8100514,8100514,2,180,11938,13593
8100514,8100514,2,180,11938,13594
8100514,8100514,2,180,11938,13595
8100514,8100514,2,180,11938,13596
8100514,8100514,2,180,57,13828
8100514,8100514,2,180,57,13830
8100514,8100514,2,180,57,13832
8100514,8100514,2,180,57,13833
8100514,8100514,2,180,57,13834
8100514,8100514,2,180,57,13835
8100514,8100514,2,180,57,13836
8100514,8100514,2,180,11937,13828
8100514,8100514,2,180,11937,13830
8100514,8100514,2,180,11937,13832
8100514,8100514,2,180,11937,13833
8100514,8100514,2,180,11937,13834
8100514,8100514,2,180,11937,13835
8100514,8100514,2,180,11937,13836
8100514,8100514,2,180,11938,13828
8100514,8100514,2,180,11938,13830
8100514,8100514,2,180,11938,13832
8100514,8100514,2,180,11938,13833
8100514,8100514,2,180,11938,13834
8100514,8100514,2,180,11938,13835
8100514,8100514,2,180,11938,13836
8100147,8100147,2,180,11937,11015
8100147,8100147,2,180,11937,11016
8100147,8100147,2,180,11937,11017
8100147,8100147,2,180,11938,11015
8100147,8100147,2,180,11938,11016
8100147,8100147,2,180,11938,11017
8100147,8100147,2,180,11939,11015
8100147,8100147,2,180,11939,11016
8100147,8100147,2,180,11939,11017
8100147,8100147,2,180,11943,10924
8100147,8100147,2,180,11943,10925
8100147,8100147,2,180,11943,10929
8100147,8100147,2,180,11944,10924
8100147,8100147,2,180,11944,10925
8100147,8100147,2,180,11944,10929
8100002,8100002,2,180,219,10162
8100002,8100002,2,180,219,10164
8100044,8100044,2,180,224,10323
8100044,8100044,2,180,224,10324
8100044,8100044,2,180,224,10327
8100002,8100002,2,180,228,10188
8100002,8100002,2,180,228,10189
8100002,8100002,2,180,228,10190
8100002,8100002,2,180,228,10192
8100002,8100002,2,180,229,10188
8100002,8100002,2,180,229,10189
8100002,8100002,2,180,229,10190
8100002,8100002,2,180,229,10192
8100002,8100002,2,180,242,10965
8100002,8100002,2,180,242,10967
8100002,8100002,2,180,242,10968
8100002,8100002,2,180,243,10965
8100002,8100002,2,180,243,10967
8100002,8100002,2,180,243,10968
8100044,8100044,2,180,247,15
8100044,8100044,2,180,247,11595
8100044,8100044,2,180,247,11596
8100044,8100044,2,180,247,11597
8100044,8100044,2,180,247,11598
8100044,8100044,2,180,247,11599
8100044,8100044,2,180,247,11600
8100044,8100044,2,180,247,11601
8100044,8100044,2,180,247,11602
8100044,8100044,2,180,247,11604
8100044,8100044,2,180,247,11605
8100044,8100044,2,180,247,11606
8100044,8100044,2,180,247,11607
8100044,8100044,2,180,247,11608
8100044,8100044,2,180,247,11609
8100044,8100044,2,180,247,11610
8100044,8100044,2,180,247,11611
8100044,8100044,2,180,247,11612
8100044,8100044,2,180,247,11613
8100044,8100044,2,180,247,11614
8100044,8100044,2,180,247,11615
8100044,8100044,2,180,248,15
8100044,8100044,2,180,248,11595
8100044,8100044,2,180,248,11596
8100044,8100044,2,180,248,11597
8100044,8100044,2,180,248,11598
8100044,8100044,2,180,248,11599
8100044,8100044,2,180,248,11600
8100044,8100044,2,180,248,11601
8100044,8100044,2,180,248,11602
8100044,8100044,2,180,248,11604
8100044,8100044,2,180,248,11605
8100044,8100044,2,180,248,11606
8100044,8100044,2,180,248,11607
8100044,8100044,2,180,248,11608
8100044,8100044,2,180,248,11609
8100044,8100044,2,180,248,11610
8100044,8100044,2,180,248,11611
8100044,8100044,2,180,248,11612
8100044,8100044,2,180,248,11613
8100044,8100044,2,180,248,11614
8100044,8100044,2,180,248,11615
8100002,8100002,2,180,250,10974
8100002,8100002,2,180,250,10976
8100002,8100002,2,180,250,10977
8100002,8100002,2,180,251,10974
8100002,8100002,2,180,251,10976
8100002,8100002,2,180,251,10977
8100002,8100002,2,180,260,10983
8100002,8100002,2,180,260,10985
8100002,8100002,2,180,260,10986
8100002,8100002,2,180,261,10983
8100002,8100002,2,180,261,10985
8100002,8100002,2,180,261,10986
8100002,8100002,2,180,262,10983
8100002,8100002,2,180,262,10985
8100002,8100002,2,180,262,10986
8100002,8100002,2,180,263,10983
8100002,8100002,2,180,263,10985
8100002,8100002,2,180,263,10986
8100002,8100002,2,180,264,10983
8100002,8100002,2,180,264,10985
8100002,8100002,2,180,264,10986
8100002,8100002,2,180,265,10983
8100002,8100002,2,180,265,10985
8100002,8100002,2,180,265,10986
8100044,8100044,2,180,269,10934
8100044,8100044,2,180,269,10935
8100044,8100044,2,180,269,10938
8100044,8100044,2,180,270,10934
8100044,8100044,2,180,270,10935
8100044,8100044,2,180,270,10938
8100044,8100044,2,180,271,10934
8100044,8100044,2,180,271,10935
8100044,8100044,2,180,271,10938
8100002,8100002,2,180,273,14793
8100002,8100002,2,180,273,14794
8100002,8100002,2,180,273,14795
8100002,8100002,2,180,273,14796
8100002,8100002,2,180,273,14797
8100002,8100002,2,180,273,14798
8100002,8100002,2,180,274,14793
8100002,8100002,2,180,274,14794
8100002,8100002,2,180,274,14795
8100002,8100002,2,180,274,14796
8100002,8100002,2,180,274,14797
8100002,8100002,2,180,274,14798
8100002,8100002,2,180,275,14793
8100002,8100002,2,180,275,14794
8100002,8100002,2,180,275,14795
8100002,8100002,2,180,275,14796
8100002,8100002,2,180,275,14797
8100002,8100002,2,180,275,14798
8100002,8100002,2,180,276,14793
8100002,8100002,2,180,276,14794
8100002,8100002,2,180,276,14795
8100002,8100002,2,180,276,14796
8100002,8100002,2,180,276,14797
8100002,8100002,2,180,276,14798
8100002,8100002,2,180,277,14793
8100002,8100002,2,180,277,14794
8100002,8100002,2,180,277,14795
8100002,8100002,2,180,277,14796
8100002,8100002,2,180,277,14797
8100002,8100002,2,180,277,14798
8100002,8100002,2,180,278,14793
8100002,8100002,2,180,278,14794
8100002,8100002,2,180,278,14795
8100002,8100002,2,180,278,14796
8100002,8100002,2,180,278,14797
8100002,8100002,2,180,278,14798
8100044,8100044,2,180,283,9
8100044,8100044,2,180,283,10
8100044,8100044,2,180,283,11580
8100044,8100044,2,180,283,11581
8100044,8100044,2,180,283,11583
8100044,8100044,2,180,283,11584
8100044,8100044,2,180,283,11585
8100044,8100044,2,180,283,11586
8100044,8100044,2,180,283,11587
8100044,8100044,2,180,284,9
8100044,8100044,2,180,284,10
8100044,8100044,2,180,284,11580
8100044,8100044,2,180,284,11581
8100044,8100044,2,180,284,11583
8100044,8100044,2,180,284,11584
8100044,8100044,2,180,284,11585
8100044,8100044,2,180,284,11586
8100044,8100044,2,180,284,11587
8100044,8100044,2,180,286,9
8100044,8100044,2,180,286,10
8100044,8100044,2,180,286,11580
8100044,8100044,2,180,286,11581
8100044,8100044,2,180,286,11583
8100044,8100044,2,180,286,11584
8100044,8100044,2,180,286,11585
8100044,8100044,2,180,286,11586
8100044,8100044,2,180,286,11587
8100044,8100044,2,180,288,9
8100044,8100044,2,180,288,10
8100044,8100044,2,180,288,11580
8100044,8100044,2,180,288,11581
8100044,8100044,2,180,288,11583
8100044,8100044,2,180,288,11584
8100044,8100044,2,180,288,11585
8100044,8100044,2,180,288,11586
8100044,8100044,2,180,288,11587
8100002,8100002,2,180,294,11000
8100002,8100002,2,180,294,11001
8100002,8100002,2,180,294,11002
8100002,8100002,2,180,294,11003
8100002,8100002,2,180,294,11004
8100002,8100002,2,180,294,11005
8100002,8100002,2,180,295,11000
8100002,8100002,2,180,295,11001
8100002,8100002,2,180,295,11002
8100002,8100002,2,180,295,11003
8100002,8100002,2,180,295,11004
8100002,8100002,2,180,295,11005
8100044,8100044,2,180,301,11017
8100044,8100044,2,180,301,11018
8100044,8100044,2,180,302,11017
8100044,8100044,2,180,302,11018
8100044,8100044,2,180,303,11017
8100044,8100044,2,180,303,11018
8100099,8100099,2,180,309,13232
8100099,8100099,2,180,309,13233
8100099,8100099,2,180,309,13234
8100099,8100099,2,180,309,13235
8100099,8100099,2,180,309,13236
8100099,8100099,2,180,309,13237
8100099,8100099,2,180,309,13238
8100099,8100099,2,180,309,13239
8100099,8100099,2,180,309,10969
8100099,8100099,2,180,309,10970
8100099,8100099,2,180,309,10972
8100099,8100099,2,180,309,10973
8100044,8100044,2,180,310,13274
8100044,8100044,2,180,310,13275
8100044,8100044,2,180,310,13276
8100044,8100044,2,180,310,13277
8100044,8100044,2,180,310,13278
8100044,8100044,2,180,310,13279
8100044,8100044,2,180,310,13280
8100044,8100044,2,180,310,13281
8100044,8100044,2,180,310,13282
8100044,8100044,2,180,310,13283
8100044,8100044,2,180,310,13284
8100044,8100044,2,180,310,13285
8100044,8100044,2,180,310,13286
8100044,8100044,2,180,310,13287
8100044,8100044,2,180,310,13288
8100044,8100044,2,180,310,13289
8100044,8100044,2,180,310,13291
8100044,8100044,2,180,310,13292
8100044,8100044,2,180,310,13293
8100044,8100044,2,180,310,13294
8100044,8100044,2,180,311,13274
8100044,8100044,2,180,311,13275
8100044,8100044,2,180,311,13276
8100044,8100044,2,180,311,13277
8100044,8100044,2,180,311,13278
8100044,8100044,2,180,311,13279
8100044,8100044,2,180,311,13280
8100044,8100044,2,180,311,13281
8100044,8100044,2,180,311,13282
8100044,8100044,2,180,311,13283
8100044,8100044,2,180,311,13284
8100044,8100044,2,180,311,13285
8100044,8100044,2,180,311,13286
8100044,8100044,2,180,311,13287
8100044,8100044,2,180,311,13288
8100044,8100044,2,180,311,13289
8100044,8100044,2,180,311,13291
8100044,8100044,2,180,311,13292
8100044,8100044,2,180,311,13293
8100044,8100044,2,180,311,13294
8100044,8100044,2,180,310,13490
8100044,8100044,2,180,310,13491
8100044,8100044,2,180,310,13492
8100044,8100044,2,180,310,13493
8100044,8100044,2,180,310,13494
8100044,8100044,2,180,310,13495
8100044,8100044,2,180,310,13496
8100044,8100044,2,180,310,13497
8100044,8100044,2,180,310,13498
8100044,8100044,2,180,310,13499
8100044,8100044,2,180,310,13500
8100044,8100044,2,180,310,13501
8100044,8100044,2,180,310,13502
8100044,8100044,2,180,310,13503
8100044,8100044,2,180,310,13504
8100044,8100044,2,180,310,13506
8100044,8100044,2,180,310,13507
8100044,8100044,2,180,311,13490
8100044,8100044,2,180,311,13491
8100044,8100044,2,180,311,13492
8100044,8100044,2,180,311,13493
8100044,8100044,2,180,311,13494
8100044,8100044,2,180,311,13495
8100044,8100044,2,180,311,13496
8100044,8100044,2,180,311,13497
8100044,8100044,2,180,311,13498
8100044,8100044,2,180,311,13499
8100044,8100044,2,180,311,13500
8100044,8100044,2,180,311,13501
8100044,8100044,2,180,311,13502
8100044,8100044,2,180,311,13503
8100044,8100044,2,180,311,13504
8100044,8100044,2,180,311,13506
8100044,8100044,2,180,311,13507
8100044,8100044,2,180,310,11026
8100044,8100044,2,180,310,11028
8100044,8100044,2,180,310,11029
8100044,8100044,2,180,311,11026
8100044,8100044,2,180,311,11028
8100044,8100044,2,180,311,11029
8100002,8100002,2,180,327,14143
8100173,8100173,2,180,350,6931
8100173,8100173,2,180,350,6932
8100173,8100173,2,180,352,6931
8100173,8100173,2,180,352,6932
8100173,8100173,2,180,15303,6931
8100173,8100173,2,180,15303,6932
8100032,8100032,2,180,354,7442
8100032,8100032,2,180,355,7442
8100032,8100032,2,180,358,7442
8100032,8100032,2,180,359,7442
8100032,8100032,2,180,362,7442
8100032,8100032,2,180,363,7442
8100032,8100032,2,180,15307,7442
8100032,8100032,2,180,15311,7442
8100032,8100032,2,180,15369,7442
8100032,8100032,2,180,15370,7442
8100032,8100032,2,180,15373,7442
8100032,8100032,2,180,15374,7442
8100032,8100032,2,180,15377,7442
8100032,8100032,2,180,15378,7442
8100044,8100044,2,180,598,10925
8100044,8100044,2,180,598,10926
8100044,8100044,2,180,598,10929
8100008,8100008,2,420,814,13693
8100514,8100514,2,600,12119,11802
8100514,8100514,2,600,12119,11804
8100514,8100514,2,600,12119,11805
8100514,8100514,2,600,12119,11806
8100071,8100071,2,180,873,1329
8100071,8100071,2,180,873,1331
8100071,8100071,2,180,883,7324
8100071,8100071,2,180,894,7329
8100071,8100071,2,180,894,7330
8100071,8100071,2,180,896,7329
8100071,8100071,2,180,896,7330
8100071,8100071,2,180,906,7334
8100071,8100071,2,180,908,7334
8100071,8100071,2,180,918,7338
8100071,8100071,2,180,920,7338
8100071,8100071,2,180,929,7342
8100071,8100071,2,180,931,7342
8100071,8100071,2,180,945,7348
8100071,8100071,2,180,948,7348
8100071,8100071,2,180,957,7352
8100071,8100071,2,180,959,7352
8102059,8102059,2,120,1157,2388
8100203,8100203,2,120,2356,2676
8100203,8100203,2,120,2368,2525
8100203,8100203,2,120,2398,4579
8100203,8100203,2,120,2399,4579
8100203,8100203,2,120,2402,12403
8100203,8100203,2,120,2409,4584
8100203,8100203,2,120,2430,12408
8100203,8100203,2,120,2450,12415
8100203,8100203,2,120,2471,12425
8100203,8100203,2,120,2487,2612
8100203,8100203,2,120,2494,2726
8100203,8100203,2,120,2501,2625
8100203,8100203,2,120,2501,12448
8100203,8100203,2,120,2504,2625
8100203,8100203,2,120,2504,12448
8100203,8100203,2,120,2514,2626
8100203,8100203,2,120,2519,2631
8100203,8100203,2,120,2529,2736
8100203,8100203,2,120,2537,2635
8100203,8100203,2,120,2537,12470
8100203,8100203,2,120,2543,2635
8100203,8100203,2,120,2543,12470
8100203,8100203,2,120,2550,2637
8100203,8100203,2,120,2555,2646
8100203,8100203,2,120,2567,2650
8100203,8100203,2,120,2573,2739
8100203,8100203,2,120,2598,4713
8100203,8100203,2,120,2599,4713
8100493,8100493,2,120,12466,9812
8100493,8100493,2,120,12466,9813
8100493,8100493,2,120,12468,9812
8100493,8100493,2,120,12468,9813
8100202,8100202,2,180,2743,4562
8100202,8100202,2,180,2744,12398
8100202,8100202,2,180,2744,12401
8100202,8100202,2,180,2745,2424
8100202,8100202,2,180,2746,2424
8100202,8100202,2,180,2745,2685
8100202,8100202,2,180,2745,2687
8100202,8100202,2,180,2746,2685
8100202,8100202,2,180,2746,2687
8102059,8102059,2,120,2749,10666
8102059,8102059,2,120,2749,10667
8102059,8102059,2,120,2749,10669
8100202,8100202,2,180,2750,2625
8100202,8100202,2,180,2750,12448
8100202,8100202,2,180,2750,12451
8100202,8100202,2,180,2750,4643
8102059,8102059,2,120,2751,10686
8102059,8102059,2,120,2751,10687
8102059,8102059,2,120,2751,10689
8100202,8100202,2,180,2752,2631
8100202,8100202,2,180,2752,2634
8100202,8100202,2,180,2753,2631
8100202,8100202,2,180,2753,2634
8100202,8100202,2,180,2752,4659
8100202,8100202,2,180,2753,4659
8100202,8100202,2,180,2754,2635
8100202,8100202,2,180,2754,12470
8100202,8100202,2,180,2754,12473
8100202,8100202,2,180,2754,4676
8100245,8100245,2,120,3110,10493
8101163,8101163,2,180,3298,10583
8101163,8101163,2,180,3299,10583
8101163,8101163,2,180,3321,10585
8100002,8100002,2,180,12864,11909
8100002,8100002,2,180,12864,11911
8100002,8100002,2,180,12864,11912
8100002,8100002,2,180,12864,11913
8100002,8100002,2,180,12864,11914
8100002,8100002,2,180,12864,11915
8100002,8100002,2,180,12864,11916
8100002,8100002,2,180,12864,11917
8100002,8100002,2,180,12864,11918
8100002,8100002,2,180,12864,11919
8100002,8100002,2,180,12864,11920
8100002,8100002,2,180,12864,11921
8100002,8100002,2,180,12864,11922
8100002,8100002,2,180,12864,11923
8100002,8100002,2,180,12864,11926
8100002,8100002,2,180,12864,11927
8100002,8100002,2,180,12864,11928
8100002,8100002,2,180,12864,11930
8100002,8100002,2,180,12864,11931
8100044,8100044,2,180,12875,330
8100044,8100044,2,180,12876,330
8100042,8100042,2,180,3928,7326
8100042,8100042,2,180,12881,7326
8100042,8100042,2,180,12883,7326
8100002,8100002,2,180,13005,5460
8100002,8100002,2,180,13008,9192
8100002,8100002,2,180,13016,14562
8100002,8100002,2,180,13024,14565
8100002,8100002,2,180,13028,9243
8100002,8100002,2,180,13032,14568
8100002,8100002,2,180,13036,14571
8100002,8100002,2,180,13040,9268
8100002,8100002,2,180,13040,14573
8100002,8100002,2,180,3965,14574
8100002,8100002,2,180,3965,14577
8100002,8100002,2,180,13044,14574
8100002,8100002,2,180,13044,14577
8100002,8100002,2,180,13045,14574
8100002,8100002,2,180,13045,14577
8100002,8100002,2,180,13051,14578
8100002,8100002,2,180,13051,14581
8100002,8100002,2,180,13055,14582
8100002,8100002,2,180,13058,14584
8100002,8100002,2,180,13157,10188
8100002,8100002,2,180,13157,10189
8100002,8100002,2,180,13157,10190
8100002,8100002,2,180,13157,10192
8100002,8100002,2,180,13158,10188
8100002,8100002,2,180,13158,10189
8100002,8100002,2,180,13158,10190
8100002,8100002,2,180,13158,10192
8100002,8100002,2,180,13159,10188
8100002,8100002,2,180,13159,10189
8100002,8100002,2,180,13159,10190
8100002,8100002,2,180,13159,10192
8100002,8100002,2,180,13160,10188
8100002,8100002,2,180,13160,10189
8100002,8100002,2,180,13160,10190
8100002,8100002,2,180,13160,10192
8100002,8100002,2,180,13161,10188
8100002,8100002,2,180,13161,10189
8100002,8100002,2,180,13161,10190
8100002,8100002,2,180,13161,10192
8100002,8100002,2,180,13162,10188
8100002,8100002,2,180,13162,10189
8100002,8100002,2,180,13162,10190
8100002,8100002,2,180,13162,10192
8100002,8100002,2,180,13163,10188
8100002,8100002,2,180,13163,10189
8100002,8100002,2,180,13163,10190
8100002,8100002,2,180,13163,10192
8100002,8100002,2,180,13164,10188
8100002,8100002,2,180,13164,10189
8100002,8100002,2,180,13164,10190
8100002,8100002,2,180,13164,10192
8100002,8100002,2,180,13165,10188
8100002,8100002,2,180,13165,10189
8100002,8100002,2,180,13165,10190
8100002,8100002,2,180,13165,10192
8100002,8100002,2,180,13166,10188
8100002,8100002,2,180,13166,10189
8100002,8100002,2,180,13166,10190
8100002,8100002,2,180,13166,10192
8100002,8100002,2,180,13167,10188
8100002,8100002,2,180,13167,10189
8100002,8100002,2,180,13167,10190
8100002,8100002,2,180,13167,10192
8100002,8100002,2,180,13168,10188
8100002,8100002,2,180,13168,10189
8100002,8100002,2,180,13168,10190
8100002,8100002,2,180,13168,10192
8100295,8100295,2,120,4561,9559
8100295,8100295,2,120,4561,9560
8100264,8100264,2,120,4630,9738
8100264,8100264,2,120,4643,9747
8100264,8100264,2,120,4659,9752
8100264,8100264,2,120,4676,9761
8100264,8100264,2,120,4690,9766
8100099,8100099,2,180,13232,227
8100099,8100099,2,180,13232,229
8100099,8100099,2,180,13233,227
8100099,8100099,2,180,13233,229
8100099,8100099,2,180,13234,227
8100099,8100099,2,180,13234,229
8100099,8100099,2,180,13235,227
8100099,8100099,2,180,13235,229
8100099,8100099,2,180,13236,227
